uniqueID,preLimVal,region,hemi,mouse,genotype,mpi,postLimVal,removeRegion,parent,major,x,y
2704_app_6_cst_right,-1.010768207,cst,right,2704,app,6,-1.010768207,TRUE,cst,fiber tracts,2704_app_6,cst_right
2704_app_6_dhc_left,-0.49340541,dhc,left,2704,app,6,-0.49340541,TRUE,dhc,fiber tracts,2704_app_6,dhc_left
2704_app_6_dhc_right,-0.207969355,dhc,right,2704,app,6,-0.207969355,TRUE,dhc,fiber tracts,2704_app_6,dhc_right
2704_app_6_dscp_left,-1.134034541,dscp,left,2704,app,6,-1.134034541,TRUE,dscp,fiber tracts,2704_app_6,dscp_left
2704_app_6_dscp_right,-0.3582469,dscp,right,2704,app,6,-0.3582469,TRUE,dscp,fiber tracts,2704_app_6,dscp_right
2704_app_6_dtd_left,-5,dtd,left,2704,app,6,-2,TRUE,dtd,fiber tracts,2704_app_6,dtd_left
2704_app_6_dtd_right,-5,dtd,right,2704,app,6,-2,TRUE,dtd,fiber tracts,2704_app_6,dtd_right
2704_app_6_ec_left,-0.325938008,ec,left,2704,app,6,-0.325938008,TRUE,ec,fiber tracts,2704_app_6,ec_left
2704_app_6_ec_right,0.215544895,ec,right,2704,app,6,0.215544895,TRUE,ec,fiber tracts,2704_app_6,ec_right
2704_app_6_em_left,-1.818469936,em,left,2704,app,6,-1.818469936,TRUE,em,fiber tracts,2704_app_6,em_left
2704_app_6_em_right,-1.454444636,em,right,2704,app,6,-1.454444636,TRUE,em,fiber tracts,2704_app_6,em_right
2704_app_6_fi_left,-0.175213296,fi,left,2704,app,6,-0.175213296,TRUE,fi,fiber tracts,2704_app_6,fi_left
2704_app_6_fi_right,1.108663412,fi,right,2704,app,6,1.108663412,TRUE,fi,fiber tracts,2704_app_6,fi_right
2704_app_6_fiber tracts_left,-1.143380977,fiber tracts,left,2704,app,6,-1.143380977,TRUE,fiber tracts,fiber tracts,2704_app_6,fiber tracts_left
2704_app_6_fiber tracts_right,-0.564720795,fiber tracts,right,2704,app,6,-0.564720795,TRUE,fiber tracts,fiber tracts,2704_app_6,fiber tracts_right
2704_app_6_fr_left,-1.237648224,fr,left,2704,app,6,-1.237648224,TRUE,fr,fiber tracts,2704_app_6,fr_left
2704_app_6_fr_right,-0.985684306,fr,right,2704,app,6,-0.985684306,TRUE,fr,fiber tracts,2704_app_6,fr_right
2704_app_6_fx_left,-1.338869808,fx,left,2704,app,6,-1.338869808,TRUE,fx,fiber tracts,2704_app_6,fx_left
2704_app_6_fx_right,-0.339107338,fx,right,2704,app,6,-0.339107338,TRUE,fx,fiber tracts,2704_app_6,fx_right
2704_app_6_hbc_left,-2.539707802,hbc,left,2704,app,6,-2,TRUE,hbc,fiber tracts,2704_app_6,hbc_left
2704_app_6_hbc_right,-1.469242899,hbc,right,2704,app,6,-1.469242899,TRUE,hbc,fiber tracts,2704_app_6,hbc_right
2704_app_6_int_left,-1.670890837,int,left,2704,app,6,-1.670890837,TRUE,int,fiber tracts,2704_app_6,int_left
2704_app_6_int_right,-2.287633001,int,right,2704,app,6,-2,TRUE,int,fiber tracts,2704_app_6,int_right
2704_app_6_ll_left,-1.697670949,ll,left,2704,app,6,-1.697670949,TRUE,ll,fiber tracts,2704_app_6,ll_left
2704_app_6_ll_right,-1.387401525,ll,right,2704,app,6,-1.387401525,TRUE,ll,fiber tracts,2704_app_6,ll_right
2704_app_6_lotg_left,-1.756543029,lotg,left,2704,app,6,-1.756543029,TRUE,In,fiber tracts,2704_app_6,lotg_left
2704_app_6_lotg_right,-2.490129159,lotg,right,2704,app,6,-2,TRUE,In,fiber tracts,2704_app_6,lotg_right
2704_app_6_mcp_left,-1.815973553,mcp,left,2704,app,6,-1.815973553,TRUE,mcp,fiber tracts,2704_app_6,mcp_left
2704_app_6_mcp_right,-1.238665314,mcp,right,2704,app,6,-1.238665314,TRUE,mcp,fiber tracts,2704_app_6,mcp_right
2704_app_6_mfb_left,-0.196159131,mfb,left,2704,app,6,-0.196159131,TRUE,mfb,fiber tracts,2704_app_6,mfb_left
2704_app_6_mfb_right,-0.147423009,mfb,right,2704,app,6,-0.147423009,TRUE,mfb,fiber tracts,2704_app_6,mfb_right
2704_app_6_ml_left,-1.308740206,ml,left,2704,app,6,-1.308740206,TRUE,ml,fiber tracts,2704_app_6,ml_left
2704_app_6_ml_right,-1.445675994,ml,right,2704,app,6,-1.445675994,TRUE,ml,fiber tracts,2704_app_6,ml_right
2704_app_6_mlf_left,-1.864459643,mlf,left,2704,app,6,-1.864459643,TRUE,mlf,fiber tracts,2704_app_6,mlf_left
2704_app_6_mlf_right,-0.817709026,mlf,right,2704,app,6,-0.817709026,TRUE,mlf,fiber tracts,2704_app_6,mlf_right
2704_app_6_moV_left,-2.149230027,moV,left,2704,app,6,-2,TRUE,moV,fiber tracts,2704_app_6,moV_left
2704_app_6_moV_right,-1.103243113,moV,right,2704,app,6,-1.103243113,TRUE,moV,fiber tracts,2704_app_6,moV_right
2704_app_6_mp_left,-0.683311718,mp,left,2704,app,6,-0.683311718,TRUE,mp,fiber tracts,2704_app_6,mp_left
2704_app_6_mp_right,-1.625110091,mp,right,2704,app,6,-1.625110091,TRUE,mp,fiber tracts,2704_app_6,mp_right
2704_app_6_mtg_left,-0.874151201,mtg,left,2704,app,6,-0.874151201,TRUE,mtg,fiber tracts,2704_app_6,mtg_left
2704_app_6_mtg_right,-0.452055321,mtg,right,2704,app,6,-0.452055321,TRUE,mtg,fiber tracts,2704_app_6,mtg_right
2704_app_6_mtt_left,-1.567105493,mtt,left,2704,app,6,-1.567105493,TRUE,mtt,fiber tracts,2704_app_6,mtt_left
2704_app_6_mtt_right,-1.603311418,mtt,right,2704,app,6,-1.603311418,TRUE,mtt,fiber tracts,2704_app_6,mtt_right
2704_app_6_nst_left,-1.798081899,nst,left,2704,app,6,-1.798081899,TRUE,nst,fiber tracts,2704_app_6,nst_left
2704_app_6_nst_right,-1.267773147,nst,right,2704,app,6,-1.267773147,TRUE,nst,fiber tracts,2704_app_6,nst_right
2704_app_6_opt_left,-2.149079758,opt,left,2704,app,6,-2,TRUE,opt,fiber tracts,2704_app_6,opt_left
2704_app_6_opt_right,-1.505725977,opt,right,2704,app,6,-1.505725977,TRUE,opt,fiber tracts,2704_app_6,opt_right
2704_app_6_or_left,-1.28820386,or,left,2704,app,6,-1.28820386,TRUE,or,fiber tracts,2704_app_6,or_left
2704_app_6_or_right,-1.59283672,or,right,2704,app,6,-1.59283672,TRUE,or,fiber tracts,2704_app_6,or_right
2704_app_6_pc_left,-1.183498469,pc,left,2704,app,6,-1.183498469,TRUE,pc,fiber tracts,2704_app_6,pc_left
2704_app_6_pc_right,-1.282015609,pc,right,2704,app,6,-1.282015609,TRUE,pc,fiber tracts,2704_app_6,pc_right
2704_app_6_pm_left,-5,pm,left,2704,app,6,-2,TRUE,pm,fiber tracts,2704_app_6,pm_left
2704_app_6_pm_right,-5,pm,right,2704,app,6,-2,TRUE,pm,fiber tracts,2704_app_6,pm_right
2704_app_6_rust_left,-0.855459031,rust,left,2704,app,6,-0.855459031,TRUE,rust,fiber tracts,2704_app_6,rust_left
2704_app_6_rust_right,-0.623081196,rust,right,2704,app,6,-0.623081196,TRUE,rust,fiber tracts,2704_app_6,rust_right
2704_app_6_sV_left,-0.932375466,sV,left,2704,app,6,-0.932375466,TRUE,sV,fiber tracts,2704_app_6,sV_left
2704_app_6_sV_right,-0.700019731,sV,right,2704,app,6,-0.700019731,TRUE,sV,fiber tracts,2704_app_6,sV_right
2704_app_6_scp_left,-1.036793853,scp,left,2704,app,6,-1.036793853,TRUE,scp,fiber tracts,2704_app_6,scp_left
2704_app_6_scp_right,-1.057988397,scp,right,2704,app,6,-1.057988397,TRUE,scp,fiber tracts,2704_app_6,scp_right
2704_app_6_scwm_left,-2.297286089,scwm,left,2704,app,6,-2,TRUE,scwm,fiber tracts,2704_app_6,scwm_left
2704_app_6_scwm_right,-0.950540464,scwm,right,2704,app,6,-0.950540464,TRUE,scwm,fiber tracts,2704_app_6,scwm_right
2704_app_6_sm_left,-5,sm,left,2704,app,6,-2,TRUE,sm,fiber tracts,2704_app_6,sm_left
2704_app_6_sm_right,-5,sm,right,2704,app,6,-2,TRUE,sm,fiber tracts,2704_app_6,sm_right
2704_app_6_st_left,-1.180205647,st,left,2704,app,6,-1.180205647,TRUE,st,fiber tracts,2704_app_6,st_left
2704_app_6_st_right,-1.768405581,st,right,2704,app,6,-1.768405581,TRUE,st,fiber tracts,2704_app_6,st_right
2704_app_6_stc_left,-1.12467337,stc,left,2704,app,6,-1.12467337,TRUE,stc,fiber tracts,2704_app_6,stc_left
2704_app_6_stc_right,-0.909161561,stc,right,2704,app,6,-0.909161561,TRUE,stc,fiber tracts,2704_app_6,stc_right
2704_app_6_sup_left,-1.083758573,sup,left,2704,app,6,-1.083758573,TRUE,sup,fiber tracts,2704_app_6,sup_left
2704_app_6_sup_right,-1.245093909,sup,right,2704,app,6,-1.245093909,TRUE,sup,fiber tracts,2704_app_6,sup_right
2704_app_6_tspc_left,-1.022968058,tspc,left,2704,app,6,-1.022968058,TRUE,tspc,fiber tracts,2704_app_6,tspc_left
2704_app_6_tspc_right,-1.091300443,tspc,right,2704,app,6,-1.091300443,TRUE,tspc,fiber tracts,2704_app_6,tspc_right
2704_app_6_vtd_left,-0.817438942,vtd,left,2704,app,6,-0.817438942,TRUE,vtd,fiber tracts,2704_app_6,vtd_left
2704_app_6_vtd_right,-0.526880483,vtd,right,2704,app,6,-0.526880483,TRUE,vtd,fiber tracts,2704_app_6,vtd_right
2704_mapt_6_ACAd_left,-3.122011896,ACAd,left,2704,mapt,6,-2,FALSE,ACA,Isocortex,2704_mapt_6,ACAd_left
2704_mapt_6_ACAv_left,-1.882664895,ACAv,left,2704,mapt,6,-1.882664895,FALSE,ACA,Isocortex,2704_mapt_6,ACAv_left
2704_mapt_6_ACB_left,-2.57010972,ACB,left,2704,mapt,6,-2,FALSE,ACB,STR,2704_mapt_6,ACB_left
2704_mapt_6_AId_left,-2.697976189,AId,left,2704,mapt,6,-2,FALSE,AI,Isocortex,2704_mapt_6,AId_left
2704_mapt_6_AIp_left,-5,AIp,left,2704,mapt,6,-2,FALSE,AI,Isocortex,2704_mapt_6,AIp_left
2704_mapt_6_AIv_left,-2.247187806,AIv,left,2704,mapt,6,-2,FALSE,AI,Isocortex,2704_mapt_6,AIv_left
2704_mapt_6_CLA_left,-5,CLA,left,2704,mapt,6,-2,FALSE,CLA,CTXsp,2704_mapt_6,CLA_left
2704_mapt_6_CP_left,-2.31913001,CP,left,2704,mapt,6,-2,FALSE,CP,STR,2704_mapt_6,CP_left
2704_mapt_6_CTXsp_left,-5,CTXsp,left,2704,mapt,6,-2,FALSE,CTXsp,CTXsp,2704_mapt_6,CTXsp_left
2704_mapt_6_EP_left,-5,EP,left,2704,mapt,6,-2,FALSE,EP,CTXsp,2704_mapt_6,EP_left
2704_mapt_6_GU_left,-2.653313699,GU,left,2704,mapt,6,-2,FALSE,GU,Isocortex,2704_mapt_6,GU_left
2704_mapt_6_HY_left,-5,HY,left,2704,mapt,6,-2,FALSE,HY,HY,2704_mapt_6,HY_left
2704_mapt_6_IG_left,-0.143882308,IG,left,2704,mapt,6,-0.143882308,FALSE,IG,HPF,2704_mapt_6,IG_left
2704_mapt_6_In_left,-2.017337625,In,left,2704,mapt,6,-2,TRUE,In,fiber tracts,2704_mapt_6,In_left
2704_mapt_6_LS_left,-1.344528255,LS,left,2704,mapt,6,-1.344528255,FALSE,LS,STR,2704_mapt_6,LS_left
2704_mapt_6_MOp_left,-2.519003539,MOp,left,2704,mapt,6,-2,FALSE,MOp,Isocortex,2704_mapt_6,MOp_left
2704_mapt_6_MOs_left,-2.589614535,MOs,left,2704,mapt,6,-2,FALSE,MOs,Isocortex,2704_mapt_6,MOs_left
2704_mapt_6_MS_left,-0.673619355,MS,left,2704,mapt,6,-0.673619355,FALSE,MS,PAL,2704_mapt_6,MS_left
2704_mapt_6_NDB_left,-0.552816273,NDB,left,2704,mapt,6,-0.552816273,FALSE,NDB,PAL,2704_mapt_6,NDB_left
2704_mapt_6_OLF_left,-3.107886323,OLF,left,2704,mapt,6,-2,FALSE,OLF,OLF,2704_mapt_6,OLF_left
2704_mapt_6_OT_left,-2.233667018,OT,left,2704,mapt,6,-2,FALSE,OT,STR,2704_mapt_6,OT_left
2704_mapt_6_PAL_left,-1.803298171,PAL,left,2704,mapt,6,-1.803298171,FALSE,PAL,PAL,2704_mapt_6,PAL_left
2704_mapt_6_PIR_left,-2.339854159,PIR,left,2704,mapt,6,-2,FALSE,PIR,OLF,2704_mapt_6,PIR_left
2704_mapt_6_SEZ_left,-1.668601628,SEZ,left,2704,mapt,6,-1.668601628,TRUE,SEZ,VS,2704_mapt_6,SEZ_left
2704_mapt_6_SI_left,-2.461453466,SI,left,2704,mapt,6,-2,FALSE,SI,PAL,2704_mapt_6,SI_left
2704_mapt_6_SSp-ll_left,-1.643701292,SSp-ll,left,2704,mapt,6,-1.643701292,FALSE,SSp,Isocortex,2704_mapt_6,SSp-ll_left
2704_mapt_6_SSp-m_left,-2.514748263,SSp-m,left,2704,mapt,6,-2,FALSE,SSp,Isocortex,2704_mapt_6,SSp-m_left
2704_mapt_6_SSp-n_left,-1.608464586,SSp-n,left,2704,mapt,6,-1.608464586,FALSE,SSp,Isocortex,2704_mapt_6,SSp-n_left
2704_mapt_6_SSp-ul_left,-2.643992086,SSp-ul,left,2704,mapt,6,-2,FALSE,SSp,Isocortex,2704_mapt_6,SSp-ul_left
2704_mapt_6_SSp-un_left,-2.028145615,SSp-un,left,2704,mapt,6,-2,FALSE,SSp,Isocortex,2704_mapt_6,SSp-un_left
2704_mapt_6_SSs_left,-2.612522246,SSs,left,2704,mapt,6,-2,FALSE,SSs,Isocortex,2704_mapt_6,SSs_left
2704_mapt_6_STR_left,-1.876918625,STR,left,2704,mapt,6,-1.876918625,FALSE,STR,STR,2704_mapt_6,STR_left
2704_mapt_6_VL_left,-2.28414488,VL,left,2704,mapt,6,-2,TRUE,VL,VS,2704_mapt_6,VL_left
2704_mapt_6_cc_left,-1.941995123,cc,left,2704,mapt,6,-1.941995123,TRUE,cc,fiber tracts,2704_mapt_6,cc_left
2704_mapt_6_ccg_left,-5,ccg,left,2704,mapt,6,-2,TRUE,ccg,fiber tracts,2704_mapt_6,ccg_left
2704_mapt_6_cing_left,-5,cing,left,2704,mapt,6,-2,TRUE,cing,fiber tracts,2704_mapt_6,cing_left
2704_mapt_6_ec_left,-5,ec,left,2704,mapt,6,-2,TRUE,ec,fiber tracts,2704_mapt_6,ec_left
2704_mapt_6_lotg_left,-2.05228037,lotg,left,2704,mapt,6,-2,TRUE,In,fiber tracts,2704_mapt_6,lotg_left
2704_mapt_6_scwm_left,-5,scwm,left,2704,mapt,6,-2,TRUE,scwm,fiber tracts,2704_mapt_6,scwm_left
2721_mapt_6_ACAd_right,-2.285128607,ACAd,right,2721,mapt,6,-2,FALSE,ACA,Isocortex,2721_mapt_6,ACAd_right
2721_mapt_6_ACAv_right,-1.955370423,ACAv,right,2721,mapt,6,-1.955370423,FALSE,ACA,Isocortex,2721_mapt_6,ACAv_right
2721_mapt_6_ACB_right,-2.129509274,ACB,right,2721,mapt,6,-2,FALSE,ACB,STR,2721_mapt_6,ACB_right
2721_mapt_6_AId_right,-2.221237901,AId,right,2721,mapt,6,-2,FALSE,AI,Isocortex,2721_mapt_6,AId_right
2721_mapt_6_AIp_left,-2.305478605,AIp,left,2721,mapt,6,-2,FALSE,AI,Isocortex,2721_mapt_6,AIp_left
2721_mapt_6_AIp_right,-0.787236651,AIp,right,2721,mapt,6,-0.787236651,FALSE,AI,Isocortex,2721_mapt_6,AIp_right
2721_mapt_6_AIv_right,-2.142429325,AIv,right,2721,mapt,6,-2,FALSE,AI,Isocortex,2721_mapt_6,AIv_right
2721_mapt_6_APN_left,-1.194079187,APN,left,2721,mapt,6,-1.194079187,FALSE,APN,MB,2721_mapt_6,APN_left
2721_mapt_6_APN_right,-1.886203341,APN,right,2721,mapt,6,-1.886203341,FALSE,APN,MB,2721_mapt_6,APN_right
2721_mapt_6_APr_left,-1.994680255,APr,left,2721,mapt,6,-1.994680255,FALSE,APr,HPF,2721_mapt_6,APr_left
2721_mapt_6_APr_right,-0.505352035,APr,right,2721,mapt,6,-0.505352035,FALSE,APr,HPF,2721_mapt_6,APr_right
2721_mapt_6_AQ_left,-0.874299729,AQ,left,2721,mapt,6,-0.874299729,TRUE,AQ,VS,2721_mapt_6,AQ_left
2721_mapt_6_AQ_right,-0.515578802,AQ,right,2721,mapt,6,-0.515578802,TRUE,AQ,VS,2721_mapt_6,AQ_right
2721_mapt_6_ARH_left,-0.809858967,ARH,left,2721,mapt,6,-0.809858967,FALSE,ARH,HY,2721_mapt_6,ARH_left
2721_mapt_6_ARH_right,-0.514205122,ARH,right,2721,mapt,6,-0.514205122,FALSE,ARH,HY,2721_mapt_6,ARH_right
2721_mapt_6_AT_left,-0.999746343,AT,left,2721,mapt,6,-0.999746343,FALSE,AT,MB,2721_mapt_6,AT_left
2721_mapt_6_AT_right,-0.810998081,AT,right,2721,mapt,6,-0.810998081,FALSE,AT,MB,2721_mapt_6,AT_right
2721_mapt_6_AUDd_left,-2.197530135,AUDd,left,2721,mapt,6,-2,FALSE,AUDd,Isocortex,2721_mapt_6,AUDd_left
2721_mapt_6_AUDd_right,-1.592527838,AUDd,right,2721,mapt,6,-1.592527838,FALSE,AUDd,Isocortex,2721_mapt_6,AUDd_right
2721_mapt_6_AUDp_left,-2.079354998,AUDp,left,2721,mapt,6,-2,FALSE,AUDp,Isocortex,2721_mapt_6,AUDp_left
2721_mapt_6_AUDp_right,-1.861558295,AUDp,right,2721,mapt,6,-1.861558295,FALSE,AUDp,Isocortex,2721_mapt_6,AUDp_right
2721_mapt_6_AUDpo_left,-1.92938196,AUDpo,left,2721,mapt,6,-1.92938196,FALSE,AUDpo,Isocortex,2721_mapt_6,AUDpo_left
2721_mapt_6_AUDpo_right,-1.684867045,AUDpo,right,2721,mapt,6,-1.684867045,FALSE,AUDpo,Isocortex,2721_mapt_6,AUDpo_right
2721_mapt_6_AUDv_left,-1.732469138,AUDv,left,2721,mapt,6,-1.732469138,FALSE,AUDv,Isocortex,2721_mapt_6,AUDv_left
2721_mapt_6_AUDv_right,-1.530549875,AUDv,right,2721,mapt,6,-1.530549875,FALSE,AUDv,Isocortex,2721_mapt_6,AUDv_right
2721_mapt_6_BLA_left,-2.195081604,BLA,left,2721,mapt,6,-2,FALSE,BLA,CTXsp,2721_mapt_6,BLA_left
2721_mapt_6_BLA_right,-1.545859183,BLA,right,2721,mapt,6,-1.545859183,FALSE,BLA,CTXsp,2721_mapt_6,BLA_right
2721_mapt_6_BMA_left,-3.152636123,BMA,left,2721,mapt,6,-2,FALSE,BMA,CTXsp,2721_mapt_6,BMA_left
2721_mapt_6_BMA_right,-1.517364637,BMA,right,2721,mapt,6,-1.517364637,FALSE,BMA,CTXsp,2721_mapt_6,BMA_right
2721_mapt_6_CA1_left,-0.691460275,CA1,left,2721,mapt,6,-0.691460275,FALSE,CA1,HPF,2721_mapt_6,CA1_left
2721_mapt_6_CA1_right,0.030900023,CA1,right,2721,mapt,6,0.030900023,FALSE,CA1,HPF,2721_mapt_6,CA1_right
2721_mapt_6_CA2_left,-0.751955852,CA2,left,2721,mapt,6,-0.751955852,FALSE,CA2,HPF,2721_mapt_6,CA2_left
2721_mapt_6_CA2_right,0.866098304,CA2,right,2721,mapt,6,0.866098304,FALSE,CA2,HPF,2721_mapt_6,CA2_right
2721_mapt_6_CA3_left,-0.373773925,CA3,left,2721,mapt,6,-0.373773925,FALSE,CA3,HPF,2721_mapt_6,CA3_left
2721_mapt_6_CA3_right,0.877250069,CA3,right,2721,mapt,6,0.877250069,FALSE,CA3,HPF,2721_mapt_6,CA3_right
2721_mapt_6_CB_left,-5,CB,left,2721,mapt,6,-2,FALSE,CB,CB,2721_mapt_6,CB_left
2721_mapt_6_CB_right,-5,CB,right,2721,mapt,6,-2,FALSE,CB,CB,2721_mapt_6,CB_right
2721_mapt_6_CEA_left,-2.330506673,CEA,left,2721,mapt,6,-2,FALSE,CEA,STR,2721_mapt_6,CEA_left
2721_mapt_6_CEA_right,-2.15556751,CEA,right,2721,mapt,6,-2,FALSE,CEA,STR,2721_mapt_6,CEA_right
2721_mapt_6_CLA_right,-2.61027996,CLA,right,2721,mapt,6,-2,FALSE,CLA,CTXsp,2721_mapt_6,CLA_right
2721_mapt_6_CL_left,-2.187299859,CL,left,2721,mapt,6,-2,FALSE,CL,TH,2721_mapt_6,CL_left
2721_mapt_6_CL_right,-2.499806191,CL,right,2721,mapt,6,-2,FALSE,CL,TH,2721_mapt_6,CL_right
2721_mapt_6_CM_left,-3.191382701,CM,left,2721,mapt,6,-2,FALSE,CM,TH,2721_mapt_6,CM_left
2721_mapt_6_CM_right,-2.106225968,CM,right,2721,mapt,6,-2,FALSE,CM,TH,2721_mapt_6,CM_right
2721_mapt_6_COA_left,-3.23567311,COA,left,2721,mapt,6,-2,FALSE,COA,OLF,2721_mapt_6,COA_left
2721_mapt_6_COA_right,-1.446592437,COA,right,2721,mapt,6,-1.446592437,FALSE,COA,OLF,2721_mapt_6,COA_right
2721_mapt_6_COAp_left,-1.64378376,COAp,left,2721,mapt,6,-1.64378376,FALSE,COA,OLF,2721_mapt_6,COAp_left
2721_mapt_6_COAp_right,-1.03909603,COAp,right,2721,mapt,6,-1.03909603,FALSE,COA,OLF,2721_mapt_6,COAp_right
2721_mapt_6_CP_left,-2.525918778,CP,left,2721,mapt,6,-2,FALSE,CP,STR,2721_mapt_6,CP_left
2721_mapt_6_CP_right,-2.335262782,CP,right,2721,mapt,6,-2,FALSE,CP,STR,2721_mapt_6,CP_right
2721_mapt_6_CS_left,-0.405882393,CS,left,2721,mapt,6,-0.405882393,FALSE,CS,P,2721_mapt_6,CS_left
2721_mapt_6_CS_right,-0.528320918,CS,right,2721,mapt,6,-0.528320918,FALSE,CS,P,2721_mapt_6,CS_right
2721_mapt_6_CTXsp_left,-2.314884815,CTXsp,left,2721,mapt,6,-2,FALSE,CTXsp,CTXsp,2721_mapt_6,CTXsp_left
2721_mapt_6_CTXsp_right,-1.322486706,CTXsp,right,2721,mapt,6,-1.322486706,FALSE,CTXsp,CTXsp,2721_mapt_6,CTXsp_right
2721_mapt_6_DG_left,0.497988868,DG,left,2721,mapt,6,0.497988868,FALSE,DG,HPF,2721_mapt_6,DG_left
2721_mapt_6_DG_right,1.418104853,DG,right,2721,mapt,6,1.418104853,FALSE,DG,HPF,2721_mapt_6,DG_right
2721_mapt_6_DMH_left,-2.124631251,DMH,left,2721,mapt,6,-2,FALSE,DMH,HY,2721_mapt_6,DMH_left
2721_mapt_6_DMH_right,-1.637779181,DMH,right,2721,mapt,6,-1.637779181,FALSE,DMH,HY,2721_mapt_6,DMH_right
2721_mapt_6_DR_left,-1.661845167,DR,left,2721,mapt,6,-1.661845167,FALSE,DR,MB,2721_mapt_6,DR_left
2721_mapt_6_DR_right,-0.589812255,DR,right,2721,mapt,6,-0.589812255,FALSE,DR,MB,2721_mapt_6,DR_right
2721_mapt_6_DT_left,-5,DT,left,2721,mapt,6,-2,FALSE,DT,MB,2721_mapt_6,DT_left
2721_mapt_6_ECT_left,-1.774411034,ECT,left,2721,mapt,6,-1.774411034,FALSE,ECT,Isocortex,2721_mapt_6,ECT_left
2721_mapt_6_ECT_right,-0.502177794,ECT,right,2721,mapt,6,-0.502177794,FALSE,ECT,Isocortex,2721_mapt_6,ECT_right
2721_mapt_6_ENTl_left,-1.000967658,ENTl,left,2721,mapt,6,-1.000967658,FALSE,ENT,HPF,2721_mapt_6,ENTl_left
2721_mapt_6_ENTl_right,0.326927366,ENTl,right,2721,mapt,6,0.326927366,FALSE,ENT,HPF,2721_mapt_6,ENTl_right
2721_mapt_6_ENTm_left,-0.759916955,ENTm,left,2721,mapt,6,-0.759916955,FALSE,ENT,HPF,2721_mapt_6,ENTm_left
2721_mapt_6_ENTm_right,0.684526162,ENTm,right,2721,mapt,6,0.684526162,FALSE,ENT,HPF,2721_mapt_6,ENTm_right
2721_mapt_6_EP_left,-1.492002433,EP,left,2721,mapt,6,-1.492002433,FALSE,EP,CTXsp,2721_mapt_6,EP_left
2721_mapt_6_EP_right,-1.474615668,EP,right,2721,mapt,6,-1.474615668,FALSE,EP,CTXsp,2721_mapt_6,EP_right
2721_mapt_6_EW_left,-1.71414173,EW,left,2721,mapt,6,-1.71414173,FALSE,EW,MB,2721_mapt_6,EW_left
2721_mapt_6_EW_right,-2.294987894,EW,right,2721,mapt,6,-2,FALSE,EW,MB,2721_mapt_6,EW_right
2721_mapt_6_Eth_left,-2.144770644,Eth,left,2721,mapt,6,-2,FALSE,Eth,TH,2721_mapt_6,Eth_left
2721_mapt_6_Eth_right,-2.113805217,Eth,right,2721,mapt,6,-2,FALSE,Eth,TH,2721_mapt_6,Eth_right
2721_mapt_6_FC_left,-0.845902081,FC,left,2721,mapt,6,-0.845902081,FALSE,FC,HPF,2721_mapt_6,FC_left
2721_mapt_6_FC_right,1.044933433,FC,right,2721,mapt,6,1.044933433,FALSE,FC,HPF,2721_mapt_6,FC_right
2721_mapt_6_GU_right,-2.159536892,GU,right,2721,mapt,6,-2,FALSE,GU,Isocortex,2721_mapt_6,GU_right
2721_mapt_6_HATA_left,0.342703909,HATA,left,2721,mapt,6,0.342703909,FALSE,HATA,HPF,2721_mapt_6,HATA_left
2721_mapt_6_HATA_right,-1.173374376,HATA,right,2721,mapt,6,-1.173374376,FALSE,HATA,HPF,2721_mapt_6,HATA_right
2721_mapt_6_HPF_left,-1.134154908,HPF,left,2721,mapt,6,-1.134154908,FALSE,HPF,HPF,2721_mapt_6,HPF_left
2721_mapt_6_HPF_right,1.097695786,HPF,right,2721,mapt,6,1.097695786,FALSE,HPF,HPF,2721_mapt_6,HPF_right
2721_mapt_6_HY_left,-1.637667379,HY,left,2721,mapt,6,-1.637667379,FALSE,HY,HY,2721_mapt_6,HY_left
2721_mapt_6_HY_right,-1.414598538,HY,right,2721,mapt,6,-1.414598538,FALSE,HY,HY,2721_mapt_6,HY_right
2721_mapt_6_IA_left,-5,IA,left,2721,mapt,6,-2,FALSE,IA,STR,2721_mapt_6,IA_left
2721_mapt_6_IA_right,-1.625977205,IA,right,2721,mapt,6,-1.625977205,FALSE,IA,STR,2721_mapt_6,IA_right
2721_mapt_6_IC_left,-2.454042627,IC,left,2721,mapt,6,-2,FALSE,IC,MB,2721_mapt_6,IC_left
2721_mapt_6_IC_right,-2.50321264,IC,right,2721,mapt,6,-2,FALSE,IC,MB,2721_mapt_6,IC_right
2721_mapt_6_IF_left,-1.401776601,IF,left,2721,mapt,6,-1.401776601,FALSE,IF,MB,2721_mapt_6,IF_left
2721_mapt_6_IF_right,-0.642398937,IF,right,2721,mapt,6,-0.642398937,FALSE,IF,MB,2721_mapt_6,IF_right
2721_mapt_6_IG_right,-1.214163907,IG,right,2721,mapt,6,-1.214163907,FALSE,IG,HPF,2721_mapt_6,IG_right
2721_mapt_6_III_left,-5,III,left,2721,mapt,6,-2,FALSE,III,MB,2721_mapt_6,III_left
2721_mapt_6_III_right,-1.469370214,III,right,2721,mapt,6,-1.469370214,FALSE,III,MB,2721_mapt_6,III_right
2721_mapt_6_IIIn_left,-5,IIIn,left,2721,mapt,6,-2,TRUE,IIIn,fiber tracts,2721_mapt_6,IIIn_left
2721_mapt_6_IIIn_right,-2.585795952,IIIn,right,2721,mapt,6,-2,TRUE,IIIn,fiber tracts,2721_mapt_6,IIIn_right
