mouse,Region ID,mpi,side,parent,daughter,treatment,sex,marker,% pathology pTau
411,681,6,right,mtg,mtg,AD PHF/mPFF,f,pTau,0.002627857
412,681,6,right,mtg,mtg,mPFF,f,pTau,0.002679851
413,681,4,right,mtg,mtg,mPFF,f,pTau,0
414,681,4,right,mtg,mtg,mPFF,f,pTau,0.001813919
415,681,4,right,mtg,mtg,mPFF,f,pTau,0
416,681,4,right,mtg,mtg,mPFF,f,pTau,0
417,681,9,right,mtg,mtg,mPFF,f,pTau,0
419,681,9,right,mtg,mtg,mPFF,f,pTau,0
420,681,9,right,mtg,mtg,mPFF,f,pTau,0
421,681,9,right,mtg,mtg,mPFF,f,pTau,0
422,681,6,right,mtg,mtg,AD PHF/mPFF,f,pTau,0
423,681,6,right,mtg,mtg,mPFF,f,pTau,0.008579421
424,681,6,right,mtg,mtg,mPFF,f,pTau,0
401,690,4,right,mtt,mtt,AD PHF/mPFF,f,pTau,0
402,690,4,right,mtt,mtt,AD PHF/mPFF,f,pTau,0
403,690,4,right,mtt,mtt,AD PHF/mPFF,f,pTau,0
404,690,4,right,mtt,mtt,AD PHF/mPFF,f,pTau,0
405,690,9,right,mtt,mtt,AD PHF/mPFF,f,pTau,0.007560182
406,690,9,right,mtt,mtt,AD PHF/mPFF,f,pTau,0.00891325
407,690,9,right,mtt,mtt,AD PHF/mPFF,f,pTau,0
408,690,9,right,mtt,mtt,AD PHF/mPFF,f,pTau,0.012114223
410,690,6,right,mtt,mtt,AD PHF/mPFF,f,pTau,0.013470543
411,690,6,right,mtt,mtt,AD PHF/mPFF,f,pTau,0.001689373
412,690,6,right,mtt,mtt,mPFF,f,pTau,0
413,690,4,right,mtt,mtt,mPFF,f,pTau,0
414,690,4,right,mtt,mtt,mPFF,f,pTau,0
415,690,4,right,mtt,mtt,mPFF,f,pTau,0
416,690,4,right,mtt,mtt,mPFF,f,pTau,0
417,690,9,right,mtt,mtt,mPFF,f,pTau,0
419,690,9,right,mtt,mtt,mPFF,f,pTau,0
420,690,9,right,mtt,mtt,mPFF,f,pTau,0
421,690,9,right,mtt,mtt,mPFF,f,pTau,0
422,690,6,right,mtt,mtt,AD PHF/mPFF,f,pTau,0
423,690,6,right,mtt,mtt,mPFF,f,pTau,0.003913396
424,690,6,right,mtt,mtt,mPFF,f,pTau,0
416,354,4,right,MY,MY,mPFF,f,pTau,0
401,997,4,right,None,None,AD PHF/mPFF,f,pTau,0.025921139
402,997,4,right,None,None,AD PHF/mPFF,f,pTau,0.026073152
403,997,4,right,None,None,AD PHF/mPFF,f,pTau,0.041966074
404,997,4,right,None,None,AD PHF/mPFF,f,pTau,0.035971744
405,997,9,right,None,None,AD PHF/mPFF,f,pTau,0.226476643
406,997,9,right,None,None,AD PHF/mPFF,f,pTau,0.168737013
407,997,9,right,None,None,AD PHF/mPFF,f,pTau,0.244754209
408,997,9,right,None,None,AD PHF/mPFF,f,pTau,0.251410706
410,997,6,right,None,None,AD PHF/mPFF,f,pTau,0.089488293
411,997,6,right,None,None,AD PHF/mPFF,f,pTau,0.108572836
412,997,6,right,None,None,mPFF,f,pTau,0.004789145
413,997,4,right,None,None,mPFF,f,pTau,0.000567262
414,997,4,right,None,None,mPFF,f,pTau,0.000705664
415,997,4,right,None,None,mPFF,f,pTau,0.003308964
416,997,4,right,None,None,mPFF,f,pTau,0.000176049
417,997,9,right,None,None,mPFF,f,pTau,0.008365424
419,997,9,right,None,None,mPFF,f,pTau,0.007862013
420,997,9,right,None,None,mPFF,f,pTau,0.023712638
421,997,9,right,None,None,mPFF,f,pTau,0.039289156
422,997,6,right,None,None,AD PHF/mPFF,f,pTau,0.108691007
423,997,6,right,None,None,mPFF,f,pTau,0.001612767
424,997,6,right,None,None,mPFF,f,pTau,0.002672322
401,580,4,right,NB,NB,AD PHF/mPFF,f,pTau,0
402,580,4,right,NB,NB,AD PHF/mPFF,f,pTau,0
403,580,4,right,NB,NB,AD PHF/mPFF,f,pTau,0.000416452
405,580,9,right,NB,NB,AD PHF/mPFF,f,pTau,0
406,580,9,right,NB,NB,AD PHF/mPFF,f,pTau,0.00091249
407,580,9,right,NB,NB,AD PHF/mPFF,f,pTau,0
408,580,9,right,NB,NB,AD PHF/mPFF,f,pTau,0.005249069
410,580,6,right,NB,NB,AD PHF/mPFF,f,pTau,0
413,580,4,right,NB,NB,mPFF,f,pTau,0
420,580,9,right,NB,NB,mPFF,f,pTau,0.001569202
423,580,6,right,NB,NB,mPFF,f,pTau,0
401,587,4,right,ND,ND,AD PHF/mPFF,f,pTau,0.010326165
402,587,4,right,ND,ND,AD PHF/mPFF,f,pTau,0.00268876
403,587,4,right,ND,ND,AD PHF/mPFF,f,pTau,0.000489035
404,587,4,right,ND,ND,AD PHF/mPFF,f,pTau,0.05485118
405,587,9,right,ND,ND,AD PHF/mPFF,f,pTau,0
406,587,9,right,ND,ND,AD PHF/mPFF,f,pTau,0.001566546
408,587,9,right,ND,ND,AD PHF/mPFF,f,pTau,0.059391142
410,587,6,right,ND,ND,AD PHF/mPFF,f,pTau,0.230910015
411,587,6,right,ND,ND,AD PHF/mPFF,f,pTau,0
412,587,6,right,ND,ND,mPFF,f,pTau,0.00156567
413,587,4,right,ND,ND,mPFF,f,pTau,0
414,587,4,right,ND,ND,mPFF,f,pTau,0.003677169
415,587,4,right,ND,ND,mPFF,f,pTau,0
416,587,4,right,ND,ND,mPFF,f,pTau,0
417,587,9,right,ND,ND,mPFF,f,pTau,0.013354275
419,587,9,right,ND,ND,mPFF,f,pTau,0
420,587,9,right,ND,ND,mPFF,f,pTau,0
421,587,9,right,ND,ND,mPFF,f,pTau,0
422,587,6,right,ND,ND,AD PHF/mPFF,f,pTau,0.001272966
423,587,6,right,ND,ND,mPFF,f,pTau,0.00304522
424,587,6,right,ND,ND,mPFF,f,pTau,0
401,596,4,right,NDB,NDB,AD PHF/mPFF,f,pTau,0.090731868
402,596,4,right,NDB,NDB,AD PHF/mPFF,f,pTau,0.091479677
403,596,4,right,NDB,NDB,AD PHF/mPFF,f,pTau,0.045978697
404,596,4,right,NDB,NDB,AD PHF/mPFF,f,pTau,0.068528358
405,596,9,right,NDB,NDB,AD PHF/mPFF,f,pTau,1.177982883
406,596,9,right,NDB,NDB,AD PHF/mPFF,f,pTau,0.67851016
407,596,9,right,NDB,NDB,AD PHF/mPFF,f,pTau,0.448896609
408,596,9,right,NDB,NDB,AD PHF/mPFF,f,pTau,0.715654817
410,596,6,right,NDB,NDB,AD PHF/mPFF,f,pTau,0.27603933
411,596,6,right,NDB,NDB,AD PHF/mPFF,f,pTau,0.273801569
412,596,6,right,NDB,NDB,mPFF,f,pTau,0
413,596,4,right,NDB,NDB,mPFF,f,pTau,0
414,596,4,right,NDB,NDB,mPFF,f,pTau,0
415,596,4,right,NDB,NDB,mPFF,f,pTau,0
416,596,4,right,NDB,NDB,mPFF,f,pTau,0
417,596,9,right,NDB,NDB,mPFF,f,pTau,0
419,596,9,right,NDB,NDB,mPFF,f,pTau,0
420,596,9,right,NDB,NDB,mPFF,f,pTau,0.003344103
421,596,9,right,NDB,NDB,mPFF,f,pTau,0
422,596,6,right,NDB,NDB,AD PHF/mPFF,f,pTau,0.490652875
423,596,6,right,NDB,NDB,mPFF,f,pTau,0
424,596,6,right,NDB,NDB,mPFF,f,pTau,0
401,612,4,right,NLL,NLL,AD PHF/mPFF,f,pTau,0
402,612,4,right,NLL,NLL,AD PHF/mPFF,f,pTau,0
403,612,4,right,NLL,NLL,AD PHF/mPFF,f,pTau,0.001366806
404,612,4,right,NLL,NLL,AD PHF/mPFF,f,pTau,0
405,612,9,right,NLL,NLL,AD PHF/mPFF,f,pTau,0
406,612,9,right,NLL,NLL,AD PHF/mPFF,f,pTau,0.001513383
407,612,9,right,NLL,NLL,AD PHF/mPFF,f,pTau,0.000322702
408,612,9,right,NLL,NLL,AD PHF/mPFF,f,pTau,0.001624899
410,612,6,right,NLL,NLL,AD PHF/mPFF,f,pTau,0.001684131
411,612,6,right,NLL,NLL,AD PHF/mPFF,f,pTau,0
412,612,6,right,NLL,NLL,mPFF,f,pTau,0.000145924
413,612,4,right,NLL,NLL,mPFF,f,pTau,0
414,612,4,right,NLL,NLL,mPFF,f,pTau,0
416,612,4,right,NLL,NLL,mPFF,f,pTau,0
417,612,9,right,NLL,NLL,mPFF,f,pTau,0
419,612,9,right,NLL,NLL,mPFF,f,pTau,0
420,612,9,right,NLL,NLL,mPFF,f,pTau,0.001521492
421,612,9,right,NLL,NLL,mPFF,f,pTau,0
422,612,6,right,NLL,NLL,AD PHF/mPFF,f,pTau,0
423,612,6,right,NLL,NLL,mPFF,f,pTau,0
424,612,6,right,NLL,NLL,mPFF,f,pTau,0
401,628,4,right,NOT,NOT,AD PHF/mPFF,f,pTau,0
402,628,4,right,NOT,NOT,AD PHF/mPFF,f,pTau,0.000467232
404,628,4,right,NOT,NOT,AD PHF/mPFF,f,pTau,0.012511044
405,628,9,right,NOT,NOT,AD PHF/mPFF,f,pTau,0
406,628,9,right,NOT,NOT,AD PHF/mPFF,f,pTau,0
407,628,9,right,NOT,NOT,AD PHF/mPFF,f,pTau,0.003639451
408,628,9,right,NOT,NOT,AD PHF/mPFF,f,pTau,3.065613915
410,628,6,right,NOT,NOT,AD PHF/mPFF,f,pTau,0.061922334
411,628,6,right,NOT,NOT,AD PHF/mPFF,f,pTau,0.001915331
412,628,6,right,NOT,NOT,mPFF,f,pTau,0
413,628,4,right,NOT,NOT,mPFF,f,pTau,0
414,628,4,right,NOT,NOT,mPFF,f,pTau,0
416,628,4,right,NOT,NOT,mPFF,f,pTau,0.003002054
417,628,9,right,NOT,NOT,mPFF,f,pTau,0
419,628,9,right,NOT,NOT,mPFF,f,pTau,0
421,628,9,right,NOT,NOT,mPFF,f,pTau,0.00142169
422,628,6,right,NOT,NOT,AD PHF/mPFF,f,pTau,0
423,628,6,right,NOT,NOT,mPFF,f,pTau,0
424,628,6,right,NOT,NOT,mPFF,f,pTau,0.00129689
401,634,4,right,NPC,NPC,AD PHF/mPFF,f,pTau,0.020159211
402,634,4,right,NPC,NPC,AD PHF/mPFF,f,pTau,0
404,634,4,right,NPC,NPC,AD PHF/mPFF,f,pTau,0.01013904
405,634,9,right,NPC,NPC,AD PHF/mPFF,f,pTau,0.001128246
406,634,9,right,NPC,NPC,AD PHF/mPFF,f,pTau,0
407,634,9,right,NPC,NPC,AD PHF/mPFF,f,pTau,0.01271758
408,634,9,right,NPC,NPC,AD PHF/mPFF,f,pTau,0.019121445
410,634,6,right,NPC,NPC,AD PHF/mPFF,f,pTau,0.011953836
411,634,6,right,NPC,NPC,AD PHF/mPFF,f,pTau,0.00051858
412,634,6,right,NPC,NPC,mPFF,f,pTau,0
413,634,4,right,NPC,NPC,mPFF,f,pTau,0.000220349
414,634,4,right,NPC,NPC,mPFF,f,pTau,0.001546539
416,634,4,right,NPC,NPC,mPFF,f,pTau,0.005355272
419,634,9,right,NPC,NPC,mPFF,f,pTau,0
421,634,9,right,NPC,NPC,mPFF,f,pTau,0
423,634,6,right,NPC,NPC,mPFF,f,pTau,0.000233296
424,634,6,right,NPC,NPC,mPFF,f,pTau,0
401,102,4,right,nst,nst,AD PHF/mPFF,f,pTau,0
402,102,4,right,nst,nst,AD PHF/mPFF,f,pTau,0.00301238
403,102,4,right,nst,nst,AD PHF/mPFF,f,pTau,0
404,102,4,right,nst,nst,AD PHF/mPFF,f,pTau,0
405,102,9,right,nst,nst,AD PHF/mPFF,f,pTau,0
406,102,9,right,nst,nst,AD PHF/mPFF,f,pTau,0
407,102,9,right,nst,nst,AD PHF/mPFF,f,pTau,0
408,102,9,right,nst,nst,AD PHF/mPFF,f,pTau,0.035453318
410,102,6,right,nst,nst,AD PHF/mPFF,f,pTau,0
411,102,6,right,nst,nst,AD PHF/mPFF,f,pTau,0.00247098
412,102,6,right,nst,nst,mPFF,f,pTau,0
413,102,4,right,nst,nst,mPFF,f,pTau,0
414,102,4,right,nst,nst,mPFF,f,pTau,0
415,102,4,right,nst,nst,mPFF,f,pTau,0
416,102,4,right,nst,nst,mPFF,f,pTau,0
417,102,9,right,nst,nst,mPFF,f,pTau,0
419,102,9,right,nst,nst,mPFF,f,pTau,0
420,102,9,right,nst,nst,mPFF,f,pTau,0
421,102,9,right,nst,nst,mPFF,f,pTau,0.062806702
422,102,6,right,nst,nst,AD PHF/mPFF,f,pTau,0.018169867
423,102,6,right,nst,nst,mPFF,f,pTau,0.010516105
424,102,6,right,nst,nst,mPFF,f,pTau,0
416,642,4,right,NTB,NTB,mPFF,f,pTau,0
422,117,6,right,och,och,AD PHF/mPFF,f,pTau,0
401,698,4,right,OLF,OLF,AD PHF/mPFF,f,pTau,0.000393958
402,698,4,right,OLF,OLF,AD PHF/mPFF,f,pTau,0.000218001
403,698,4,right,OLF,OLF,AD PHF/mPFF,f,pTau,0.000170544
404,698,4,right,OLF,OLF,AD PHF/mPFF,f,pTau,9.60E-05
405,698,9,right,OLF,OLF,AD PHF/mPFF,f,pTau,0.004152284
406,698,9,right,OLF,OLF,AD PHF/mPFF,f,pTau,0.011836426
407,698,9,right,OLF,OLF,AD PHF/mPFF,f,pTau,0.002681922
408,698,9,right,OLF,OLF,AD PHF/mPFF,f,pTau,0.000822813
410,698,6,right,OLF,OLF,AD PHF/mPFF,f,pTau,0.001250884
411,698,6,right,OLF,OLF,AD PHF/mPFF,f,pTau,0.000572981
412,698,6,right,OLF,OLF,mPFF,f,pTau,0.001266085
413,698,4,right,OLF,OLF,mPFF,f,pTau,0
414,698,4,right,OLF,OLF,mPFF,f,pTau,0.000504955
415,698,4,right,OLF,OLF,mPFF,f,pTau,0
416,698,4,right,OLF,OLF,mPFF,f,pTau,0.000206105
417,698,9,right,OLF,OLF,mPFF,f,pTau,0
419,698,9,right,OLF,OLF,mPFF,f,pTau,0
420,698,9,right,OLF,OLF,mPFF,f,pTau,0.003000721
421,698,9,right,OLF,OLF,mPFF,f,pTau,0
422,698,6,right,OLF,OLF,AD PHF/mPFF,f,pTau,0.005463866
423,698,6,right,OLF,OLF,mPFF,f,pTau,0
424,698,6,right,OLF,OLF,mPFF,f,pTau,0
401,1016,4,right,onl,onl,AD PHF/mPFF,f,pTau,0
402,1016,4,right,onl,onl,AD PHF/mPFF,f,pTau,0
403,1016,4,right,onl,onl,AD PHF/mPFF,f,pTau,0
404,1016,4,right,onl,onl,AD PHF/mPFF,f,pTau,0
404,706,4,right,OP,OP,AD PHF/mPFF,f,pTau,0
407,706,9,right,OP,OP,AD PHF/mPFF,f,pTau,0
408,706,9,right,OP,OP,AD PHF/mPFF,f,pTau,0.018123352
410,706,6,right,OP,OP,AD PHF/mPFF,f,pTau,0.01886379
412,706,6,right,OP,OP,mPFF,f,pTau,0.004190067
413,706,4,right,OP,OP,mPFF,f,pTau,0.003019252
414,706,4,right,OP,OP,mPFF,f,pTau,0
416,706,4,right,OP,OP,mPFF,f,pTau,0.008032908
419,706,9,right,OP,OP,mPFF,f,pTau,0
423,706,6,right,OP,OP,mPFF,f,pTau,0
401,125,4,right,opt,opt,AD PHF/mPFF,f,pTau,0
402,125,4,right,opt,opt,AD PHF/mPFF,f,pTau,0
403,125,4,right,opt,opt,AD PHF/mPFF,f,pTau,0
404,125,4,right,opt,opt,AD PHF/mPFF,f,pTau,0
405,125,9,right,opt,opt,AD PHF/mPFF,f,pTau,0.002827053
406,125,9,right,opt,opt,AD PHF/mPFF,f,pTau,0.015099776
407,125,9,right,opt,opt,AD PHF/mPFF,f,pTau,0.04661468
408,125,9,right,opt,opt,AD PHF/mPFF,f,pTau,0.386150051
410,125,6,right,opt,opt,AD PHF/mPFF,f,pTau,0.000610485
411,125,6,right,opt,opt,AD PHF/mPFF,f,pTau,0.00130561
412,125,6,right,opt,opt,mPFF,f,pTau,0.00169336
413,125,4,right,opt,opt,mPFF,f,pTau,0
414,125,4,right,opt,opt,mPFF,f,pTau,0.000549356
415,125,4,right,opt,opt,mPFF,f,pTau,0
416,125,4,right,opt,opt,mPFF,f,pTau,0
417,125,9,right,opt,opt,mPFF,f,pTau,0.000798261
419,125,9,right,opt,opt,mPFF,f,pTau,0.00374769
420,125,9,right,opt,opt,mPFF,f,pTau,0
421,125,9,right,opt,opt,mPFF,f,pTau,0
422,125,6,right,opt,opt,AD PHF/mPFF,f,pTau,0.048084638
423,125,6,right,opt,opt,mPFF,f,pTau,0
424,125,6,right,opt,opt,mPFF,f,pTau,0
401,484682520,4,right,or,or,AD PHF/mPFF,f,pTau,0.389877142
402,484682520,4,right,or,or,AD PHF/mPFF,f,pTau,0.33787589
403,484682520,4,right,or,or,AD PHF/mPFF,f,pTau,0.464316391
404,484682520,4,right,or,or,AD PHF/mPFF,f,pTau,0.291406138
405,484682520,9,right,or,or,AD PHF/mPFF,f,pTau,1.954049042
406,484682520,9,right,or,or,AD PHF/mPFF,f,pTau,1.249863761
407,484682520,9,right,or,or,AD PHF/mPFF,f,pTau,1.918763827
408,484682520,9,right,or,or,AD PHF/mPFF,f,pTau,1.322443915
410,484682520,6,right,or,or,AD PHF/mPFF,f,pTau,0.066710396
411,484682520,6,right,or,or,AD PHF/mPFF,f,pTau,0.64518313
412,484682520,6,right,or,or,mPFF,f,pTau,0.039110739
413,484682520,4,right,or,or,mPFF,f,pTau,0.005530695
414,484682520,4,right,or,or,mPFF,f,pTau,0.005365419
415,484682520,4,right,or,or,mPFF,f,pTau,0.001106041
416,484682520,4,right,or,or,mPFF,f,pTau,0.007019195
417,484682520,9,right,or,or,mPFF,f,pTau,0.029191748
419,484682520,9,right,or,or,mPFF,f,pTau,0.051414946
420,484682520,9,right,or,or,mPFF,f,pTau,0.089525986
421,484682520,9,right,or,or,mPFF,f,pTau,0.016337141
422,484682520,6,right,or,or,AD PHF/mPFF,f,pTau,0.870361911
423,484682520,6,right,or,or,mPFF,f,pTau,0.025032276
424,484682520,6,right,or,or,mPFF,f,pTau,0.018953977
401,448,4,right,ORBl,ORBl1,AD PHF/mPFF,f,pTau,0
402,448,4,right,ORBl,ORBl1,AD PHF/mPFF,f,pTau,0.003476558
403,448,4,right,ORBl,ORBl1,AD PHF/mPFF,f,pTau,0
404,448,4,right,ORBl,ORBl1,AD PHF/mPFF,f,pTau,0.001717266
405,448,9,right,ORBl,ORBl1,AD PHF/mPFF,f,pTau,0.001308435
407,448,9,right,ORBl,ORBl1,AD PHF/mPFF,f,pTau,0.001165111
408,448,9,right,ORBl,ORBl1,AD PHF/mPFF,f,pTau,0
410,448,6,right,ORBl,ORBl1,AD PHF/mPFF,f,pTau,0.000180492
413,448,4,right,ORBl,ORBl1,mPFF,f,pTau,0
414,448,4,right,ORBl,ORBl1,mPFF,f,pTau,0
415,448,4,right,ORBl,ORBl1,mPFF,f,pTau,0
416,448,4,right,ORBl,ORBl1,mPFF,f,pTau,0.00019392
417,448,9,right,ORBl,ORBl1,mPFF,f,pTau,0.000722247
421,448,9,right,ORBl,ORBl1,mPFF,f,pTau,0.00019471
422,448,6,right,ORBl,ORBl1,AD PHF/mPFF,f,pTau,0.004421751
423,448,6,right,ORBl,ORBl1,mPFF,f,pTau,0
424,448,6,right,ORBl,ORBl1,mPFF,f,pTau,0
401,412,4,right,ORBl,ORBl2/3,AD PHF/mPFF,f,pTau,0
402,412,4,right,ORBl,ORBl2/3,AD PHF/mPFF,f,pTau,0.003476558
403,412,4,right,ORBl,ORBl2/3,AD PHF/mPFF,f,pTau,0
404,412,4,right,ORBl,ORBl2/3,AD PHF/mPFF,f,pTau,0.001717266
405,412,9,right,ORBl,ORBl2/3,AD PHF/mPFF,f,pTau,0.001308435
406,412,9,right,ORBl,ORBl2/3,AD PHF/mPFF,f,pTau,0.010438843
407,412,9,right,ORBl,ORBl2/3,AD PHF/mPFF,f,pTau,0.001165111
408,412,9,right,ORBl,ORBl2/3,AD PHF/mPFF,f,pTau,0
410,412,6,right,ORBl,ORBl2/3,AD PHF/mPFF,f,pTau,0.000180492
411,412,6,right,ORBl,ORBl2/3,AD PHF/mPFF,f,pTau,0.00017381
412,412,6,right,ORBl,ORBl2/3,mPFF,f,pTau,0.000309454
413,412,4,right,ORBl,ORBl2/3,mPFF,f,pTau,0
414,412,4,right,ORBl,ORBl2/3,mPFF,f,pTau,0
415,412,4,right,ORBl,ORBl2/3,mPFF,f,pTau,0
416,412,4,right,ORBl,ORBl2/3,mPFF,f,pTau,0.00019392
417,412,9,right,ORBl,ORBl2/3,mPFF,f,pTau,0.000722247
421,412,9,right,ORBl,ORBl2/3,mPFF,f,pTau,0.00019471
422,412,6,right,ORBl,ORBl2/3,AD PHF/mPFF,f,pTau,0.004421751
423,412,6,right,ORBl,ORBl2/3,mPFF,f,pTau,0
424,412,6,right,ORBl,ORBl2/3,mPFF,f,pTau,0
401,630,4,right,ORBl,ORBl5,AD PHF/mPFF,f,pTau,0
402,630,4,right,ORBl,ORBl5,AD PHF/mPFF,f,pTau,0.003476558
403,630,4,right,ORBl,ORBl5,AD PHF/mPFF,f,pTau,0
404,630,4,right,ORBl,ORBl5,AD PHF/mPFF,f,pTau,0.001717266
405,630,9,right,ORBl,ORBl5,AD PHF/mPFF,f,pTau,0.001308435
406,630,9,right,ORBl,ORBl5,AD PHF/mPFF,f,pTau,0.010438843
407,630,9,right,ORBl,ORBl5,AD PHF/mPFF,f,pTau,0.001165111
408,630,9,right,ORBl,ORBl5,AD PHF/mPFF,f,pTau,0
410,630,6,right,ORBl,ORBl5,AD PHF/mPFF,f,pTau,0.000180492
411,630,6,right,ORBl,ORBl5,AD PHF/mPFF,f,pTau,0.00017381
412,630,6,right,ORBl,ORBl5,mPFF,f,pTau,0.000309454
413,630,4,right,ORBl,ORBl5,mPFF,f,pTau,0
414,630,4,right,ORBl,ORBl5,mPFF,f,pTau,0
415,630,4,right,ORBl,ORBl5,mPFF,f,pTau,0
416,630,4,right,ORBl,ORBl5,mPFF,f,pTau,0.00019392
417,630,9,right,ORBl,ORBl5,mPFF,f,pTau,0.000722247
421,630,9,right,ORBl,ORBl5,mPFF,f,pTau,0.00019471
422,630,6,right,ORBl,ORBl5,AD PHF/mPFF,f,pTau,0.004421751
423,630,6,right,ORBl,ORBl5,mPFF,f,pTau,0
424,630,6,right,ORBl,ORBl5,mPFF,f,pTau,0
401,440,4,right,ORBl,ORBl6a,AD PHF/mPFF,f,pTau,0
402,440,4,right,ORBl,ORBl6a,AD PHF/mPFF,f,pTau,0.003476558
403,440,4,right,ORBl,ORBl6a,AD PHF/mPFF,f,pTau,0
404,440,4,right,ORBl,ORBl6a,AD PHF/mPFF,f,pTau,0.001717266
405,440,9,right,ORBl,ORBl6a,AD PHF/mPFF,f,pTau,0.001308435
406,440,9,right,ORBl,ORBl6a,AD PHF/mPFF,f,pTau,0.010438843
407,440,9,right,ORBl,ORBl6a,AD PHF/mPFF,f,pTau,0.001165111
408,440,9,right,ORBl,ORBl6a,AD PHF/mPFF,f,pTau,0
410,440,6,right,ORBl,ORBl6a,AD PHF/mPFF,f,pTau,0.000180492
411,440,6,right,ORBl,ORBl6a,AD PHF/mPFF,f,pTau,0.00017381
412,440,6,right,ORBl,ORBl6a,mPFF,f,pTau,0.000309454
413,440,4,right,ORBl,ORBl6a,mPFF,f,pTau,0
414,440,4,right,ORBl,ORBl6a,mPFF,f,pTau,0
415,440,4,right,ORBl,ORBl6a,mPFF,f,pTau,0
416,440,4,right,ORBl,ORBl6a,mPFF,f,pTau,0.00019392
417,440,9,right,ORBl,ORBl6a,mPFF,f,pTau,0.000722247
421,440,9,right,ORBl,ORBl6a,mPFF,f,pTau,0.00019471
422,440,6,right,ORBl,ORBl6a,AD PHF/mPFF,f,pTau,0.004421751
423,440,6,right,ORBl,ORBl6a,mPFF,f,pTau,0
424,440,6,right,ORBl,ORBl6a,mPFF,f,pTau,0
401,488,4,right,ORBl,ORBl6b,AD PHF/mPFF,f,pTau,0
405,488,9,right,ORBl,ORBl6b,AD PHF/mPFF,f,pTau,0.001308435
406,488,9,right,ORBl,ORBl6b,AD PHF/mPFF,f,pTau,0.010438843
407,488,9,right,ORBl,ORBl6b,AD PHF/mPFF,f,pTau,0.001165111
411,488,6,right,ORBl,ORBl6b,AD PHF/mPFF,f,pTau,0.00017381
412,488,6,right,ORBl,ORBl6b,mPFF,f,pTau,0.000309454
401,484,4,right,ORBm,ORBm1,AD PHF/mPFF,f,pTau,0
402,484,4,right,ORBm,ORBm1,AD PHF/mPFF,f,pTau,0
403,484,4,right,ORBm,ORBm1,AD PHF/mPFF,f,pTau,8.41E-05
404,484,4,right,ORBm,ORBm1,AD PHF/mPFF,f,pTau,0
405,484,9,right,ORBm,ORBm1,AD PHF/mPFF,f,pTau,0.002214685
406,484,9,right,ORBm,ORBm1,AD PHF/mPFF,f,pTau,0.016417314
407,484,9,right,ORBm,ORBm1,AD PHF/mPFF,f,pTau,0.001992261
408,484,9,right,ORBm,ORBm1,AD PHF/mPFF,f,pTau,0
410,484,6,right,ORBm,ORBm1,AD PHF/mPFF,f,pTau,0.001144395
411,484,6,right,ORBm,ORBm1,AD PHF/mPFF,f,pTau,0.000864948
412,484,6,right,ORBm,ORBm1,mPFF,f,pTau,0
413,484,4,right,ORBm,ORBm1,mPFF,f,pTau,0
414,484,4,right,ORBm,ORBm1,mPFF,f,pTau,0
415,484,4,right,ORBm,ORBm1,mPFF,f,pTau,0
416,484,4,right,ORBm,ORBm1,mPFF,f,pTau,0.000121356
417,484,9,right,ORBm,ORBm1,mPFF,f,pTau,0.001048586
421,484,9,right,ORBm,ORBm1,mPFF,f,pTau,0
422,484,6,right,ORBm,ORBm1,AD PHF/mPFF,f,pTau,0.000447691
423,484,6,right,ORBm,ORBm1,mPFF,f,pTau,0
424,484,6,right,ORBm,ORBm1,mPFF,f,pTau,0
401,582,4,right,ORBm,ORBm2/3,AD PHF/mPFF,f,pTau,0
402,582,4,right,ORBm,ORBm2/3,AD PHF/mPFF,f,pTau,0
403,582,4,right,ORBm,ORBm2/3,AD PHF/mPFF,f,pTau,8.41E-05
404,582,4,right,ORBm,ORBm2/3,AD PHF/mPFF,f,pTau,0
405,582,9,right,ORBm,ORBm2/3,AD PHF/mPFF,f,pTau,0.002214685
406,582,9,right,ORBm,ORBm2/3,AD PHF/mPFF,f,pTau,0.016417314
407,582,9,right,ORBm,ORBm2/3,AD PHF/mPFF,f,pTau,0.001992261
408,582,9,right,ORBm,ORBm2/3,AD PHF/mPFF,f,pTau,0
410,582,6,right,ORBm,ORBm2/3,AD PHF/mPFF,f,pTau,0.001144395
411,582,6,right,ORBm,ORBm2/3,AD PHF/mPFF,f,pTau,0.000864948
412,582,6,right,ORBm,ORBm2/3,mPFF,f,pTau,0
413,582,4,right,ORBm,ORBm2/3,mPFF,f,pTau,0
414,582,4,right,ORBm,ORBm2/3,mPFF,f,pTau,0
415,582,4,right,ORBm,ORBm2/3,mPFF,f,pTau,0
416,582,4,right,ORBm,ORBm2/3,mPFF,f,pTau,0.000121356
417,582,9,right,ORBm,ORBm2/3,mPFF,f,pTau,0.001048586
421,582,9,right,ORBm,ORBm2/3,mPFF,f,pTau,0
422,582,6,right,ORBm,ORBm2/3,AD PHF/mPFF,f,pTau,0.000447691
423,582,6,right,ORBm,ORBm2/3,mPFF,f,pTau,0
424,582,6,right,ORBm,ORBm2/3,mPFF,f,pTau,0
401,620,4,right,ORBm,ORBm5,AD PHF/mPFF,f,pTau,0
402,620,4,right,ORBm,ORBm5,AD PHF/mPFF,f,pTau,0
403,620,4,right,ORBm,ORBm5,AD PHF/mPFF,f,pTau,8.41E-05
404,620,4,right,ORBm,ORBm5,AD PHF/mPFF,f,pTau,0
405,620,9,right,ORBm,ORBm5,AD PHF/mPFF,f,pTau,0.002214685
