mouse,Region ID,mpi,side,parent,daughter,treatment,sex,marker,% pathology pSYN
413,330,4,left,RSPd,RSPd6b,mPFF,f,pSyn,0.004098757
414,330,4,left,RSPd,RSPd6b,mPFF,f,pSyn,0.006295095
415,330,4,left,RSPd,RSPd6b,mPFF,f,pSyn,0.001031372
416,330,4,left,RSPd,RSPd6b,mPFF,f,pSyn,0.00099827
417,330,9,left,RSPd,RSPd6b,mPFF,f,pSyn,0.00053231
419,330,9,left,RSPd,RSPd6b,mPFF,f,pSyn,0.002484186
420,330,9,left,RSPd,RSPd6b,mPFF,f,pSyn,0.007566532
421,330,9,left,RSPd,RSPd6b,mPFF,f,pSyn,0
422,330,6,left,RSPd,RSPd6b,AD PHF/mPFF,f,pSyn,0
423,330,6,left,RSPd,RSPd6b,mPFF,f,pSyn,0.000822063
424,330,6,left,RSPd,RSPd6b,mPFF,f,pSyn,0.000630134
401,542,4,left,RSPv,RSPv1,AD PHF/mPFF,f,pSyn,0.000216013
402,542,4,left,RSPv,RSPv1,AD PHF/mPFF,f,pSyn,0.000273873
403,542,4,left,RSPv,RSPv1,AD PHF/mPFF,f,pSyn,0
404,542,4,left,RSPv,RSPv1,AD PHF/mPFF,f,pSyn,0.000913401
405,542,9,left,RSPv,RSPv1,AD PHF/mPFF,f,pSyn,0
406,542,9,left,RSPv,RSPv1,AD PHF/mPFF,f,pSyn,0.000175155
407,542,9,left,RSPv,RSPv1,AD PHF/mPFF,f,pSyn,0.000592152
408,542,9,left,RSPv,RSPv1,AD PHF/mPFF,f,pSyn,0.000201267
410,542,6,left,RSPv,RSPv1,AD PHF/mPFF,f,pSyn,5.12E-05
411,542,6,left,RSPv,RSPv1,AD PHF/mPFF,f,pSyn,0.000225205
412,542,6,left,RSPv,RSPv1,mPFF,f,pSyn,0.002191607
413,542,4,left,RSPv,RSPv1,mPFF,f,pSyn,0.000144659
414,542,4,left,RSPv,RSPv1,mPFF,f,pSyn,0.00193077
415,542,4,left,RSPv,RSPv1,mPFF,f,pSyn,0.000344958
416,542,4,left,RSPv,RSPv1,mPFF,f,pSyn,0.00059511
417,542,9,left,RSPv,RSPv1,mPFF,f,pSyn,0.000932162
419,542,9,left,RSPv,RSPv1,mPFF,f,pSyn,0
420,542,9,left,RSPv,RSPv1,mPFF,f,pSyn,0.002223098
421,542,9,left,RSPv,RSPv1,mPFF,f,pSyn,0.00023516
422,542,6,left,RSPv,RSPv1,AD PHF/mPFF,f,pSyn,0.000184756
423,542,6,left,RSPv,RSPv1,mPFF,f,pSyn,3.79E-05
424,542,6,left,RSPv,RSPv1,mPFF,f,pSyn,0.000438388
401,430,4,left,RSPv,RSPv2/3,AD PHF/mPFF,f,pSyn,0.000216013
402,430,4,left,RSPv,RSPv2/3,AD PHF/mPFF,f,pSyn,0.000273873
403,430,4,left,RSPv,RSPv2/3,AD PHF/mPFF,f,pSyn,0
404,430,4,left,RSPv,RSPv2/3,AD PHF/mPFF,f,pSyn,0.000913401
405,430,9,left,RSPv,RSPv2/3,AD PHF/mPFF,f,pSyn,0
406,430,9,left,RSPv,RSPv2/3,AD PHF/mPFF,f,pSyn,0.000175155
407,430,9,left,RSPv,RSPv2/3,AD PHF/mPFF,f,pSyn,0.000592152
408,430,9,left,RSPv,RSPv2/3,AD PHF/mPFF,f,pSyn,0.000201267
410,430,6,left,RSPv,RSPv2/3,AD PHF/mPFF,f,pSyn,5.12E-05
411,430,6,left,RSPv,RSPv2/3,AD PHF/mPFF,f,pSyn,0.000225205
412,430,6,left,RSPv,RSPv2/3,mPFF,f,pSyn,0.002191607
413,430,4,left,RSPv,RSPv2/3,mPFF,f,pSyn,0.000144659
414,430,4,left,RSPv,RSPv2/3,mPFF,f,pSyn,0.00193077
415,430,4,left,RSPv,RSPv2/3,mPFF,f,pSyn,0.000344958
416,430,4,left,RSPv,RSPv2/3,mPFF,f,pSyn,0.00059511
417,430,9,left,RSPv,RSPv2/3,mPFF,f,pSyn,0.000932162
419,430,9,left,RSPv,RSPv2/3,mPFF,f,pSyn,0
420,430,9,left,RSPv,RSPv2/3,mPFF,f,pSyn,0.002223098
421,430,9,left,RSPv,RSPv2/3,mPFF,f,pSyn,0.00023516
422,430,6,left,RSPv,RSPv2/3,AD PHF/mPFF,f,pSyn,0.000184756
423,430,6,left,RSPv,RSPv2/3,mPFF,f,pSyn,3.79E-05
424,430,6,left,RSPv,RSPv2/3,mPFF,f,pSyn,0.000438388
401,687,4,left,RSPv,RSPv5,AD PHF/mPFF,f,pSyn,0.000216013
402,687,4,left,RSPv,RSPv5,AD PHF/mPFF,f,pSyn,0.000273873
403,687,4,left,RSPv,RSPv5,AD PHF/mPFF,f,pSyn,0
404,687,4,left,RSPv,RSPv5,AD PHF/mPFF,f,pSyn,0.000913401
405,687,9,left,RSPv,RSPv5,AD PHF/mPFF,f,pSyn,0
406,687,9,left,RSPv,RSPv5,AD PHF/mPFF,f,pSyn,0.000175155
407,687,9,left,RSPv,RSPv5,AD PHF/mPFF,f,pSyn,0.000592152
408,687,9,left,RSPv,RSPv5,AD PHF/mPFF,f,pSyn,0.000201267
410,687,6,left,RSPv,RSPv5,AD PHF/mPFF,f,pSyn,5.12E-05
411,687,6,left,RSPv,RSPv5,AD PHF/mPFF,f,pSyn,0.000225205
412,687,6,left,RSPv,RSPv5,mPFF,f,pSyn,0.002191607
413,687,4,left,RSPv,RSPv5,mPFF,f,pSyn,0.000144659
414,687,4,left,RSPv,RSPv5,mPFF,f,pSyn,0.00193077
415,687,4,left,RSPv,RSPv5,mPFF,f,pSyn,0.000344958
416,687,4,left,RSPv,RSPv5,mPFF,f,pSyn,0.00059511
417,687,9,left,RSPv,RSPv5,mPFF,f,pSyn,0.000932162
419,687,9,left,RSPv,RSPv5,mPFF,f,pSyn,0
420,687,9,left,RSPv,RSPv5,mPFF,f,pSyn,0.002223098
421,687,9,left,RSPv,RSPv5,mPFF,f,pSyn,0.00023516
422,687,6,left,RSPv,RSPv5,AD PHF/mPFF,f,pSyn,0.000184756
423,687,6,left,RSPv,RSPv5,mPFF,f,pSyn,3.79E-05
424,687,6,left,RSPv,RSPv5,mPFF,f,pSyn,0.000438388
401,590,4,left,RSPv,RSPv6a,AD PHF/mPFF,f,pSyn,0.000216013
402,590,4,left,RSPv,RSPv6a,AD PHF/mPFF,f,pSyn,0.000273873
403,590,4,left,RSPv,RSPv6a,AD PHF/mPFF,f,pSyn,0
404,590,4,left,RSPv,RSPv6a,AD PHF/mPFF,f,pSyn,0.000913401
405,590,9,left,RSPv,RSPv6a,AD PHF/mPFF,f,pSyn,0
406,590,9,left,RSPv,RSPv6a,AD PHF/mPFF,f,pSyn,0.000175155
407,590,9,left,RSPv,RSPv6a,AD PHF/mPFF,f,pSyn,0.000592152
408,590,9,left,RSPv,RSPv6a,AD PHF/mPFF,f,pSyn,0.000201267
410,590,6,left,RSPv,RSPv6a,AD PHF/mPFF,f,pSyn,5.12E-05
411,590,6,left,RSPv,RSPv6a,AD PHF/mPFF,f,pSyn,0.000225205
412,590,6,left,RSPv,RSPv6a,mPFF,f,pSyn,0.002191607
413,590,4,left,RSPv,RSPv6a,mPFF,f,pSyn,0.000144659
414,590,4,left,RSPv,RSPv6a,mPFF,f,pSyn,0.00193077
415,590,4,left,RSPv,RSPv6a,mPFF,f,pSyn,0.000344958
416,590,4,left,RSPv,RSPv6a,mPFF,f,pSyn,0.00059511
417,590,9,left,RSPv,RSPv6a,mPFF,f,pSyn,0.000932162
419,590,9,left,RSPv,RSPv6a,mPFF,f,pSyn,0
420,590,9,left,RSPv,RSPv6a,mPFF,f,pSyn,0.002223098
421,590,9,left,RSPv,RSPv6a,mPFF,f,pSyn,0.00023516
422,590,6,left,RSPv,RSPv6a,AD PHF/mPFF,f,pSyn,0.000184756
423,590,6,left,RSPv,RSPv6a,mPFF,f,pSyn,3.79E-05
424,590,6,left,RSPv,RSPv6a,mPFF,f,pSyn,0.000438388
401,622,4,left,RSPv,RSPv6b,AD PHF/mPFF,f,pSyn,0.000216013
402,622,4,left,RSPv,RSPv6b,AD PHF/mPFF,f,pSyn,0.000273873
403,622,4,left,RSPv,RSPv6b,AD PHF/mPFF,f,pSyn,0
404,622,4,left,RSPv,RSPv6b,AD PHF/mPFF,f,pSyn,0.000913401
405,622,9,left,RSPv,RSPv6b,AD PHF/mPFF,f,pSyn,0
406,622,9,left,RSPv,RSPv6b,AD PHF/mPFF,f,pSyn,0.000175155
407,622,9,left,RSPv,RSPv6b,AD PHF/mPFF,f,pSyn,0.000592152
408,622,9,left,RSPv,RSPv6b,AD PHF/mPFF,f,pSyn,0.000201267
410,622,6,left,RSPv,RSPv6b,AD PHF/mPFF,f,pSyn,5.12E-05
411,622,6,left,RSPv,RSPv6b,AD PHF/mPFF,f,pSyn,0.000225205
412,622,6,left,RSPv,RSPv6b,mPFF,f,pSyn,0.002191607
413,622,4,left,RSPv,RSPv6b,mPFF,f,pSyn,0.000144659
414,622,4,left,RSPv,RSPv6b,mPFF,f,pSyn,0.00193077
415,622,4,left,RSPv,RSPv6b,mPFF,f,pSyn,0.000344958
416,622,4,left,RSPv,RSPv6b,mPFF,f,pSyn,0.00059511
417,622,9,left,RSPv,RSPv6b,mPFF,f,pSyn,0.000932162
419,622,9,left,RSPv,RSPv6b,mPFF,f,pSyn,0
420,622,9,left,RSPv,RSPv6b,mPFF,f,pSyn,0.002223098
421,622,9,left,RSPv,RSPv6b,mPFF,f,pSyn,0.00023516
422,622,6,left,RSPv,RSPv6b,AD PHF/mPFF,f,pSyn,0.000184756
423,622,6,left,RSPv,RSPv6b,mPFF,f,pSyn,3.79E-05
424,622,6,left,RSPv,RSPv6b,mPFF,f,pSyn,0.000438388
401,262,4,left,RT,RT,AD PHF/mPFF,f,pSyn,0.000155144
402,262,4,left,RT,RT,AD PHF/mPFF,f,pSyn,0
403,262,4,left,RT,RT,AD PHF/mPFF,f,pSyn,0
404,262,4,left,RT,RT,AD PHF/mPFF,f,pSyn,0.00727659
405,262,9,left,RT,RT,AD PHF/mPFF,f,pSyn,0
406,262,9,left,RT,RT,AD PHF/mPFF,f,pSyn,0
407,262,9,left,RT,RT,AD PHF/mPFF,f,pSyn,0.001569983
408,262,9,left,RT,RT,AD PHF/mPFF,f,pSyn,0
410,262,6,left,RT,RT,AD PHF/mPFF,f,pSyn,0
411,262,6,left,RT,RT,AD PHF/mPFF,f,pSyn,0
412,262,6,left,RT,RT,mPFF,f,pSyn,0.000272794
413,262,4,left,RT,RT,mPFF,f,pSyn,0.00092077
414,262,4,left,RT,RT,mPFF,f,pSyn,0
415,262,4,left,RT,RT,mPFF,f,pSyn,0
416,262,4,left,RT,RT,mPFF,f,pSyn,0.000613225
417,262,9,left,RT,RT,mPFF,f,pSyn,0.000765959
419,262,9,left,RT,RT,mPFF,f,pSyn,0.000336395
420,262,9,left,RT,RT,mPFF,f,pSyn,0
421,262,9,left,RT,RT,mPFF,f,pSyn,0
422,262,6,left,RT,RT,AD PHF/mPFF,f,pSyn,0.000426354
423,262,6,left,RT,RT,mPFF,f,pSyn,0
424,262,6,left,RT,RT,mPFF,f,pSyn,0.003608552
401,863,4,left,rust,rust,AD PHF/mPFF,f,pSyn,0
402,863,4,left,rust,rust,AD PHF/mPFF,f,pSyn,0
403,863,4,left,rust,rust,AD PHF/mPFF,f,pSyn,0.001700262
404,863,4,left,rust,rust,AD PHF/mPFF,f,pSyn,0
405,863,9,left,rust,rust,AD PHF/mPFF,f,pSyn,0
406,863,9,left,rust,rust,AD PHF/mPFF,f,pSyn,0
407,863,9,left,rust,rust,AD PHF/mPFF,f,pSyn,0
408,863,9,left,rust,rust,AD PHF/mPFF,f,pSyn,0
410,863,6,left,rust,rust,AD PHF/mPFF,f,pSyn,0.001325517
411,863,6,left,rust,rust,AD PHF/mPFF,f,pSyn,0
412,863,6,left,rust,rust,mPFF,f,pSyn,0.000797175
413,863,4,left,rust,rust,mPFF,f,pSyn,0.000971869
414,863,4,left,rust,rust,mPFF,f,pSyn,0.002071208
415,863,4,left,rust,rust,mPFF,f,pSyn,0
416,863,4,left,rust,rust,mPFF,f,pSyn,0
417,863,9,left,rust,rust,mPFF,f,pSyn,0
419,863,9,left,rust,rust,mPFF,f,pSyn,0
420,863,9,left,rust,rust,mPFF,f,pSyn,0.000445599
421,863,9,left,rust,rust,mPFF,f,pSyn,0
422,863,6,left,rust,rust,AD PHF/mPFF,f,pSyn,0
423,863,6,left,rust,rust,mPFF,f,pSyn,0.001003444
424,863,6,left,rust,rust,mPFF,f,pSyn,0
401,271,4,left,SAG,SAG,AD PHF/mPFF,f,pSyn,0
403,271,4,left,SAG,SAG,AD PHF/mPFF,f,pSyn,0
405,271,9,left,SAG,SAG,AD PHF/mPFF,f,pSyn,0
406,271,9,left,SAG,SAG,AD PHF/mPFF,f,pSyn,0
407,271,9,left,SAG,SAG,AD PHF/mPFF,f,pSyn,0
408,271,9,left,SAG,SAG,AD PHF/mPFF,f,pSyn,0
410,271,6,left,SAG,SAG,AD PHF/mPFF,f,pSyn,0.016795931
411,271,6,left,SAG,SAG,AD PHF/mPFF,f,pSyn,0
412,271,6,left,SAG,SAG,mPFF,f,pSyn,0
413,271,4,left,SAG,SAG,mPFF,f,pSyn,0
414,271,4,left,SAG,SAG,mPFF,f,pSyn,0
415,271,4,left,SAG,SAG,mPFF,f,pSyn,0
417,271,9,left,SAG,SAG,mPFF,f,pSyn,0
419,271,9,left,SAG,SAG,mPFF,f,pSyn,0
420,271,9,left,SAG,SAG,mPFF,f,pSyn,0
421,271,9,left,SAG,SAG,mPFF,f,pSyn,0
422,271,6,left,SAG,SAG,AD PHF/mPFF,f,pSyn,0
423,271,6,left,SAG,SAG,mPFF,f,pSyn,0
424,271,6,left,SAG,SAG,mPFF,f,pSyn,0
401,347,4,left,SBPV,SBPV,AD PHF/mPFF,f,pSyn,0
402,347,4,left,SBPV,SBPV,AD PHF/mPFF,f,pSyn,0
403,347,4,left,SBPV,SBPV,AD PHF/mPFF,f,pSyn,0
404,347,4,left,SBPV,SBPV,AD PHF/mPFF,f,pSyn,0
407,347,9,left,SBPV,SBPV,AD PHF/mPFF,f,pSyn,0
415,347,4,left,SBPV,SBPV,mPFF,f,pSyn,0
417,347,9,left,SBPV,SBPV,mPFF,f,pSyn,0.004943714
419,347,9,left,SBPV,SBPV,mPFF,f,pSyn,0
401,26,4,left,SCm,SCdg,AD PHF/mPFF,f,pSyn,0.000126591
402,26,4,left,SCm,SCdg,AD PHF/mPFF,f,pSyn,0.000297238
403,26,4,left,SCm,SCdg,AD PHF/mPFF,f,pSyn,0.00048476
404,26,4,left,SCm,SCdg,AD PHF/mPFF,f,pSyn,0.000215892
405,26,9,left,SCm,SCdg,AD PHF/mPFF,f,pSyn,0.000138182
406,26,9,left,SCm,SCdg,AD PHF/mPFF,f,pSyn,0.000105885
407,26,9,left,SCm,SCdg,AD PHF/mPFF,f,pSyn,4.03E-05
408,26,9,left,SCm,SCdg,AD PHF/mPFF,f,pSyn,0
410,26,6,left,SCm,SCdg,AD PHF/mPFF,f,pSyn,0.000121873
411,26,6,left,SCm,SCdg,AD PHF/mPFF,f,pSyn,0.00017713
412,26,6,left,SCm,SCdg,mPFF,f,pSyn,0.000145921
413,26,4,left,SCm,SCdg,mPFF,f,pSyn,0.000948346
414,26,4,left,SCm,SCdg,mPFF,f,pSyn,0.000666556
415,26,4,left,SCm,SCdg,mPFF,f,pSyn,0.000478174
416,26,4,left,SCm,SCdg,mPFF,f,pSyn,0.000419816
417,26,9,left,SCm,SCdg,mPFF,f,pSyn,0.000680163
419,26,9,left,SCm,SCdg,mPFF,f,pSyn,0.000118015
420,26,9,left,SCm,SCdg,mPFF,f,pSyn,0.001147244
421,26,9,left,SCm,SCdg,mPFF,f,pSyn,6.25E-05
422,26,6,left,SCm,SCdg,AD PHF/mPFF,f,pSyn,0.000136907
423,26,6,left,SCm,SCdg,mPFF,f,pSyn,0.000121159
424,26,6,left,SCm,SCdg,mPFF,f,pSyn,8.66E-05
401,42,4,left,SCm,SCdw,AD PHF/mPFF,f,pSyn,0.000126591
402,42,4,left,SCm,SCdw,AD PHF/mPFF,f,pSyn,0.000297238
403,42,4,left,SCm,SCdw,AD PHF/mPFF,f,pSyn,0.00048476
404,42,4,left,SCm,SCdw,AD PHF/mPFF,f,pSyn,0.000215892
405,42,9,left,SCm,SCdw,AD PHF/mPFF,f,pSyn,0.000138182
406,42,9,left,SCm,SCdw,AD PHF/mPFF,f,pSyn,0.000105885
407,42,9,left,SCm,SCdw,AD PHF/mPFF,f,pSyn,4.03E-05
408,42,9,left,SCm,SCdw,AD PHF/mPFF,f,pSyn,0
410,42,6,left,SCm,SCdw,AD PHF/mPFF,f,pSyn,0.000121873
411,42,6,left,SCm,SCdw,AD PHF/mPFF,f,pSyn,0.00017713
412,42,6,left,SCm,SCdw,mPFF,f,pSyn,0.000145921
413,42,4,left,SCm,SCdw,mPFF,f,pSyn,0.000948346
414,42,4,left,SCm,SCdw,mPFF,f,pSyn,0.000666556
415,42,4,left,SCm,SCdw,mPFF,f,pSyn,0.000478174
416,42,4,left,SCm,SCdw,mPFF,f,pSyn,0.000419816
417,42,9,left,SCm,SCdw,mPFF,f,pSyn,0.000680163
419,42,9,left,SCm,SCdw,mPFF,f,pSyn,0.000118015
420,42,9,left,SCm,SCdw,mPFF,f,pSyn,0.001147244
421,42,9,left,SCm,SCdw,mPFF,f,pSyn,6.25E-05
422,42,6,left,SCm,SCdw,AD PHF/mPFF,f,pSyn,0.000136907
423,42,6,left,SCm,SCdw,mPFF,f,pSyn,0.000121159
424,42,6,left,SCm,SCdw,mPFF,f,pSyn,8.66E-05
401,286,4,left,SCH,SCH,AD PHF/mPFF,f,pSyn,0
402,286,4,left,SCH,SCH,AD PHF/mPFF,f,pSyn,0
403,286,4,left,SCH,SCH,AD PHF/mPFF,f,pSyn,0
404,286,4,left,SCH,SCH,AD PHF/mPFF,f,pSyn,0
407,286,9,left,SCH,SCH,AD PHF/mPFF,f,pSyn,0
415,286,4,left,SCH,SCH,mPFF,f,pSyn,0
417,286,9,left,SCH,SCH,mPFF,f,pSyn,0
419,286,9,left,SCH,SCH,mPFF,f,pSyn,0
401,10,4,left,SCm,SCig,AD PHF/mPFF,f,pSyn,0.000126591
402,10,4,left,SCm,SCig,AD PHF/mPFF,f,pSyn,0.000297238
403,10,4,left,SCm,SCig,AD PHF/mPFF,f,pSyn,0.00048476
404,10,4,left,SCm,SCig,AD PHF/mPFF,f,pSyn,0.000215892
405,10,9,left,SCm,SCig,AD PHF/mPFF,f,pSyn,0.000138182
406,10,9,left,SCm,SCig,AD PHF/mPFF,f,pSyn,0.000105885
407,10,9,left,SCm,SCig,AD PHF/mPFF,f,pSyn,4.03E-05
408,10,9,left,SCm,SCig,AD PHF/mPFF,f,pSyn,0
410,10,6,left,SCm,SCig,AD PHF/mPFF,f,pSyn,0.000121873
411,10,6,left,SCm,SCig,AD PHF/mPFF,f,pSyn,0.00017713
412,10,6,left,SCm,SCig,mPFF,f,pSyn,0.000145921
413,10,4,left,SCm,SCig,mPFF,f,pSyn,0.000948346
414,10,4,left,SCm,SCig,mPFF,f,pSyn,0.000666556
415,10,4,left,SCm,SCig,mPFF,f,pSyn,0.000478174
416,10,4,left,SCm,SCig,mPFF,f,pSyn,0.000419816
417,10,9,left,SCm,SCig,mPFF,f,pSyn,0.000680163
419,10,9,left,SCm,SCig,mPFF,f,pSyn,0.000118015
420,10,9,left,SCm,SCig,mPFF,f,pSyn,0.001147244
421,10,9,left,SCm,SCig,mPFF,f,pSyn,6.25E-05
422,10,6,left,SCm,SCig,AD PHF/mPFF,f,pSyn,0.000136907
423,10,6,left,SCm,SCig,mPFF,f,pSyn,0.000121159
424,10,6,left,SCm,SCig,mPFF,f,pSyn,8.66E-05
401,17,4,left,SCm,SCiw,AD PHF/mPFF,f,pSyn,0.000126591
402,17,4,left,SCm,SCiw,AD PHF/mPFF,f,pSyn,0.000297238
403,17,4,left,SCm,SCiw,AD PHF/mPFF,f,pSyn,0.00048476
404,17,4,left,SCm,SCiw,AD PHF/mPFF,f,pSyn,0.000215892
405,17,9,left,SCm,SCiw,AD PHF/mPFF,f,pSyn,0.000138182
406,17,9,left,SCm,SCiw,AD PHF/mPFF,f,pSyn,0.000105885
407,17,9,left,SCm,SCiw,AD PHF/mPFF,f,pSyn,4.03E-05
408,17,9,left,SCm,SCiw,AD PHF/mPFF,f,pSyn,0
410,17,6,left,SCm,SCiw,AD PHF/mPFF,f,pSyn,0.000121873
411,17,6,left,SCm,SCiw,AD PHF/mPFF,f,pSyn,0.00017713
412,17,6,left,SCm,SCiw,mPFF,f,pSyn,0.000145921
413,17,4,left,SCm,SCiw,mPFF,f,pSyn,0.000948346
414,17,4,left,SCm,SCiw,mPFF,f,pSyn,0.000666556
415,17,4,left,SCm,SCiw,mPFF,f,pSyn,0.000478174
416,17,4,left,SCm,SCiw,mPFF,f,pSyn,0.000419816
417,17,9,left,SCm,SCiw,mPFF,f,pSyn,0.000680163
419,17,9,left,SCm,SCiw,mPFF,f,pSyn,0.000118015
420,17,9,left,SCm,SCiw,mPFF,f,pSyn,0.001147244
421,17,9,left,SCm,SCiw,mPFF,f,pSyn,6.25E-05
422,17,6,left,SCm,SCiw,AD PHF/mPFF,f,pSyn,0.000136907
423,17,6,left,SCm,SCiw,mPFF,f,pSyn,0.000121159
424,17,6,left,SCm,SCiw,mPFF,f,pSyn,8.66E-05
401,599626923,4,left,SCO,SCO,AD PHF/mPFF,f,pSyn,0
404,599626923,4,left,SCO,SCO,AD PHF/mPFF,f,pSyn,0
406,599626923,9,left,SCO,SCO,AD PHF/mPFF,f,pSyn,0
407,599626923,9,left,SCO,SCO,AD PHF/mPFF,f,pSyn,0
408,599626923,9,left,SCO,SCO,AD PHF/mPFF,f,pSyn,0
414,599626923,4,left,SCO,SCO,mPFF,f,pSyn,0
415,599626923,4,left,SCO,SCO,mPFF,f,pSyn,0
417,599626923,9,left,SCO,SCO,mPFF,f,pSyn,0
422,599626923,6,left,SCO,SCO,AD PHF/mPFF,f,pSyn,0
423,599626923,6,left,SCO,SCO,mPFF,f,pSyn,0
401,851,4,left,SCs,SCop,AD PHF/mPFF,f,pSyn,3.83E-05
402,851,4,left,SCs,SCop,AD PHF/mPFF,f,pSyn,0.000976819
403,851,4,left,SCs,SCop,AD PHF/mPFF,f,pSyn,0.000308357
404,851,4,left,SCs,SCop,AD PHF/mPFF,f,pSyn,0.00023479
405,851,9,left,SCs,SCop,AD PHF/mPFF,f,pSyn,5.14E-05
406,851,9,left,SCs,SCop,AD PHF/mPFF,f,pSyn,0
407,851,9,left,SCs,SCop,AD PHF/mPFF,f,pSyn,0.000138466
408,851,9,left,SCs,SCop,AD PHF/mPFF,f,pSyn,0
410,851,6,left,SCs,SCop,AD PHF/mPFF,f,pSyn,0
411,851,6,left,SCs,SCop,AD PHF/mPFF,f,pSyn,0
412,851,6,left,SCs,SCop,mPFF,f,pSyn,0.0002508
413,851,4,left,SCs,SCop,mPFF,f,pSyn,0.002441444
414,851,4,left,SCs,SCop,mPFF,f,pSyn,0.000849554
415,851,4,left,SCs,SCop,mPFF,f,pSyn,0.000993471
416,851,4,left,SCs,SCop,mPFF,f,pSyn,0.001025941
417,851,9,left,SCs,SCop,mPFF,f,pSyn,0.000283407
419,851,9,left,SCs,SCop,mPFF,f,pSyn,0
420,851,9,left,SCs,SCop,mPFF,f,pSyn,0.000533811
421,851,9,left,SCs,SCop,mPFF,f,pSyn,0
422,851,6,left,SCs,SCop,AD PHF/mPFF,f,pSyn,0
423,851,6,left,SCs,SCop,mPFF,f,pSyn,0
424,851,6,left,SCs,SCop,mPFF,f,pSyn,0.00016787
401,326,4,left,scp,scp,AD PHF/mPFF,f,pSyn,0
403,326,4,left,scp,scp,AD PHF/mPFF,f,pSyn,0
404,326,4,left,scp,scp,AD PHF/mPFF,f,pSyn,0
405,326,9,left,scp,scp,AD PHF/mPFF,f,pSyn,0
406,326,9,left,scp,scp,AD PHF/mPFF,f,pSyn,0
407,326,9,left,scp,scp,AD PHF/mPFF,f,pSyn,0
408,326,9,left,scp,scp,AD PHF/mPFF,f,pSyn,0
410,326,6,left,scp,scp,AD PHF/mPFF,f,pSyn,0
411,326,6,left,scp,scp,AD PHF/mPFF,f,pSyn,0
412,326,6,left,scp,scp,mPFF,f,pSyn,0
415,326,4,left,scp,scp,mPFF,f,pSyn,0
419,326,9,left,scp,scp,mPFF,f,pSyn,0
420,326,9,left,scp,scp,mPFF,f,pSyn,0
401,842,4,left,SCs,SCsg,AD PHF/mPFF,f,pSyn,3.83E-05
402,842,4,left,SCs,SCsg,AD PHF/mPFF,f,pSyn,0.000976819
403,842,4,left,SCs,SCsg,AD PHF/mPFF,f,pSyn,0.000308357
404,842,4,left,SCs,SCsg,AD PHF/mPFF,f,pSyn,0.00023479
405,842,9,left,SCs,SCsg,AD PHF/mPFF,f,pSyn,5.14E-05
406,842,9,left,SCs,SCsg,AD PHF/mPFF,f,pSyn,0
407,842,9,left,SCs,SCsg,AD PHF/mPFF,f,pSyn,0.000138466
408,842,9,left,SCs,SCsg,AD PHF/mPFF,f,pSyn,0
410,842,6,left,SCs,SCsg,AD PHF/mPFF,f,pSyn,0
411,842,6,left,SCs,SCsg,AD PHF/mPFF,f,pSyn,0
412,842,6,left,SCs,SCsg,mPFF,f,pSyn,0.0002508
413,842,4,left,SCs,SCsg,mPFF,f,pSyn,0.002441444
414,842,4,left,SCs,SCsg,mPFF,f,pSyn,0.000849554
415,842,4,left,SCs,SCsg,mPFF,f,pSyn,0.000993471
416,842,4,left,SCs,SCsg,mPFF,f,pSyn,0.001025941
417,842,9,left,SCs,SCsg,mPFF,f,pSyn,0.000283407
419,842,9,left,SCs,SCsg,mPFF,f,pSyn,0
420,842,9,left,SCs,SCsg,mPFF,f,pSyn,0.000533811
421,842,9,left,SCs,SCsg,mPFF,f,pSyn,0
422,842,6,left,SCs,SCsg,AD PHF/mPFF,f,pSyn,0
423,842,6,left,SCs,SCsg,mPFF,f,pSyn,0
424,842,6,left,SCs,SCsg,mPFF,f,pSyn,0.00016787
404,866,4,left,sctv,sctv,AD PHF/mPFF,f,pSyn,0
408,866,9,left,sctv,sctv,AD PHF/mPFF,f,pSyn,0
412,866,6,left,sctv,sctv,mPFF,f,pSyn,0
401,484682512,4,left,scwm,scwm,AD PHF/mPFF,f,pSyn,0.001825214
402,484682512,4,left,scwm,scwm,AD PHF/mPFF,f,pSyn,0.000803762
403,484682512,4,left,scwm,scwm,AD PHF/mPFF,f,pSyn,0.000591004
404,484682512,4,left,scwm,scwm,AD PHF/mPFF,f,pSyn,0.000311705
405,484682512,9,left,scwm,scwm,AD PHF/mPFF,f,pSyn,0.004358871
406,484682512,9,left,scwm,scwm,AD PHF/mPFF,f,pSyn,0.001451655
407,484682512,9,left,scwm,scwm,AD PHF/mPFF,f,pSyn,0.000451054
408,484682512,9,left,scwm,scwm,AD PHF/mPFF,f,pSyn,0.000941868
410,484682512,6,left,scwm,scwm,AD PHF/mPFF,f,pSyn,0.000513329
411,484682512,6,left,scwm,scwm,AD PHF/mPFF,f,pSyn,0.00031439
412,484682512,6,left,scwm,scwm,mPFF,f,pSyn,0.048801206
413,484682512,4,left,scwm,scwm,mPFF,f,pSyn,0.015565208
414,484682512,4,left,scwm,scwm,mPFF,f,pSyn,0.016662036
415,484682512,4,left,scwm,scwm,mPFF,f,pSyn,0.017031477
416,484682512,4,left,scwm,scwm,mPFF,f,pSyn,0.0379189
417,484682512,9,left,scwm,scwm,mPFF,f,pSyn,0.0065417
419,484682512,9,left,scwm,scwm,mPFF,f,pSyn,0.007805462
