mouse,Region ID,mpi,side,parent,daughter,treatment,sex,marker,% pathology pSYN
411,783,6,left,AId,AId6a,AD PHF/mPFF,f,pSyn,7.22E-05
412,783,6,left,AId,AId6a,mPFF,f,pSyn,0.000240602
413,783,4,left,AId,AId6a,mPFF,f,pSyn,0.002834399
414,783,4,left,AId,AId6a,mPFF,f,pSyn,0.000787753
415,783,4,left,AId,AId6a,mPFF,f,pSyn,0.000129707
416,783,4,left,AId,AId6a,mPFF,f,pSyn,0.000308463
417,783,9,left,AId,AId6a,mPFF,f,pSyn,0.000224587
419,783,9,left,AId,AId6a,mPFF,f,pSyn,0.001955903
420,783,9,left,AId,AId6a,mPFF,f,pSyn,0
421,783,9,left,AId,AId6a,mPFF,f,pSyn,8.05E-05
422,783,6,left,AId,AId6a,AD PHF/mPFF,f,pSyn,0.000649811
423,783,6,left,AId,AId6a,mPFF,f,pSyn,0
424,783,6,left,AId,AId6a,mPFF,f,pSyn,0.000378107
401,831,4,left,AId,AId6b,AD PHF/mPFF,f,pSyn,0.000266059
402,831,4,left,AId,AId6b,AD PHF/mPFF,f,pSyn,6.36E-05
403,831,4,left,AId,AId6b,AD PHF/mPFF,f,pSyn,0
404,831,4,left,AId,AId6b,AD PHF/mPFF,f,pSyn,0.001595533
405,831,9,left,AId,AId6b,AD PHF/mPFF,f,pSyn,0.000300302
406,831,9,left,AId,AId6b,AD PHF/mPFF,f,pSyn,0.005692812
407,831,9,left,AId,AId6b,AD PHF/mPFF,f,pSyn,0
408,831,9,left,AId,AId6b,AD PHF/mPFF,f,pSyn,0.003369808
410,831,6,left,AId,AId6b,AD PHF/mPFF,f,pSyn,0.000206112
411,831,6,left,AId,AId6b,AD PHF/mPFF,f,pSyn,7.22E-05
412,831,6,left,AId,AId6b,mPFF,f,pSyn,0.000240602
413,831,4,left,AId,AId6b,mPFF,f,pSyn,0.002834399
414,831,4,left,AId,AId6b,mPFF,f,pSyn,0.000787753
415,831,4,left,AId,AId6b,mPFF,f,pSyn,0.000129707
416,831,4,left,AId,AId6b,mPFF,f,pSyn,0.000308463
417,831,9,left,AId,AId6b,mPFF,f,pSyn,0.000224587
419,831,9,left,AId,AId6b,mPFF,f,pSyn,0.001955903
420,831,9,left,AId,AId6b,mPFF,f,pSyn,0
421,831,9,left,AId,AId6b,mPFF,f,pSyn,8.05E-05
422,831,6,left,AId,AId6b,AD PHF/mPFF,f,pSyn,0.000649811
423,831,6,left,AId,AId6b,mPFF,f,pSyn,0
424,831,6,left,AId,AId6b,mPFF,f,pSyn,0.000378107
401,120,4,left,AIp,AIp1,AD PHF/mPFF,f,pSyn,0.000280703
402,120,4,left,AIp,AIp1,AD PHF/mPFF,f,pSyn,0
403,120,4,left,AIp,AIp1,AD PHF/mPFF,f,pSyn,0
404,120,4,left,AIp,AIp1,AD PHF/mPFF,f,pSyn,0.001045623
405,120,9,left,AIp,AIp1,AD PHF/mPFF,f,pSyn,0.004237748
406,120,9,left,AIp,AIp1,AD PHF/mPFF,f,pSyn,0
407,120,9,left,AIp,AIp1,AD PHF/mPFF,f,pSyn,0.000178527
408,120,9,left,AIp,AIp1,AD PHF/mPFF,f,pSyn,0.00062399
410,120,6,left,AIp,AIp1,AD PHF/mPFF,f,pSyn,0.000152244
411,120,6,left,AIp,AIp1,AD PHF/mPFF,f,pSyn,0.000677345
412,120,6,left,AIp,AIp1,mPFF,f,pSyn,0.032255701
413,120,4,left,AIp,AIp1,mPFF,f,pSyn,0.01416034
414,120,4,left,AIp,AIp1,mPFF,f,pSyn,0.015055831
415,120,4,left,AIp,AIp1,mPFF,f,pSyn,0.005130295
417,120,9,left,AIp,AIp1,mPFF,f,pSyn,0.004357558
419,120,9,left,AIp,AIp1,mPFF,f,pSyn,0.066570261
420,120,9,left,AIp,AIp1,mPFF,f,pSyn,0.002914147
421,120,9,left,AIp,AIp1,mPFF,f,pSyn,0.000183755
422,120,6,left,AIp,AIp1,AD PHF/mPFF,f,pSyn,0.000333569
423,120,6,left,AIp,AIp1,mPFF,f,pSyn,0.009517986
424,120,6,left,AIp,AIp1,mPFF,f,pSyn,0.006229933
401,163,4,left,AIp,AIp2/3,AD PHF/mPFF,f,pSyn,0.000280703
402,163,4,left,AIp,AIp2/3,AD PHF/mPFF,f,pSyn,0
403,163,4,left,AIp,AIp2/3,AD PHF/mPFF,f,pSyn,0
404,163,4,left,AIp,AIp2/3,AD PHF/mPFF,f,pSyn,0.001045623
405,163,9,left,AIp,AIp2/3,AD PHF/mPFF,f,pSyn,0.004237748
406,163,9,left,AIp,AIp2/3,AD PHF/mPFF,f,pSyn,0
407,163,9,left,AIp,AIp2/3,AD PHF/mPFF,f,pSyn,0.000178527
408,163,9,left,AIp,AIp2/3,AD PHF/mPFF,f,pSyn,0.00062399
410,163,6,left,AIp,AIp2/3,AD PHF/mPFF,f,pSyn,0.000152244
411,163,6,left,AIp,AIp2/3,AD PHF/mPFF,f,pSyn,0.000677345
412,163,6,left,AIp,AIp2/3,mPFF,f,pSyn,0.032255701
413,163,4,left,AIp,AIp2/3,mPFF,f,pSyn,0.01416034
414,163,4,left,AIp,AIp2/3,mPFF,f,pSyn,0.015055831
415,163,4,left,AIp,AIp2/3,mPFF,f,pSyn,0.005130295
416,163,4,left,AIp,AIp2/3,mPFF,f,pSyn,0.007316845
417,163,9,left,AIp,AIp2/3,mPFF,f,pSyn,0.004357558
419,163,9,left,AIp,AIp2/3,mPFF,f,pSyn,0.066570261
420,163,9,left,AIp,AIp2/3,mPFF,f,pSyn,0.002914147
421,163,9,left,AIp,AIp2/3,mPFF,f,pSyn,0.000183755
422,163,6,left,AIp,AIp2/3,AD PHF/mPFF,f,pSyn,0.000333569
423,163,6,left,AIp,AIp2/3,mPFF,f,pSyn,0.009517986
424,163,6,left,AIp,AIp2/3,mPFF,f,pSyn,0.006229933
401,344,4,left,AIp,AIp5,AD PHF/mPFF,f,pSyn,0.000280703
402,344,4,left,AIp,AIp5,AD PHF/mPFF,f,pSyn,0
403,344,4,left,AIp,AIp5,AD PHF/mPFF,f,pSyn,0
404,344,4,left,AIp,AIp5,AD PHF/mPFF,f,pSyn,0.001045623
405,344,9,left,AIp,AIp5,AD PHF/mPFF,f,pSyn,0.004237748
406,344,9,left,AIp,AIp5,AD PHF/mPFF,f,pSyn,0
407,344,9,left,AIp,AIp5,AD PHF/mPFF,f,pSyn,0.000178527
408,344,9,left,AIp,AIp5,AD PHF/mPFF,f,pSyn,0.00062399
410,344,6,left,AIp,AIp5,AD PHF/mPFF,f,pSyn,0.000152244
411,344,6,left,AIp,AIp5,AD PHF/mPFF,f,pSyn,0.000677345
412,344,6,left,AIp,AIp5,mPFF,f,pSyn,0.032255701
413,344,4,left,AIp,AIp5,mPFF,f,pSyn,0.01416034
414,344,4,left,AIp,AIp5,mPFF,f,pSyn,0.015055831
415,344,4,left,AIp,AIp5,mPFF,f,pSyn,0.005130295
416,344,4,left,AIp,AIp5,mPFF,f,pSyn,0.007316845
417,344,9,left,AIp,AIp5,mPFF,f,pSyn,0.004357558
419,344,9,left,AIp,AIp5,mPFF,f,pSyn,0.066570261
420,344,9,left,AIp,AIp5,mPFF,f,pSyn,0.002914147
421,344,9,left,AIp,AIp5,mPFF,f,pSyn,0.000183755
422,344,6,left,AIp,AIp5,AD PHF/mPFF,f,pSyn,0.000333569
423,344,6,left,AIp,AIp5,mPFF,f,pSyn,0.009517986
424,344,6,left,AIp,AIp5,mPFF,f,pSyn,0.006229933
401,314,4,left,AIp,AIp6a,AD PHF/mPFF,f,pSyn,0.000280703
402,314,4,left,AIp,AIp6a,AD PHF/mPFF,f,pSyn,0
403,314,4,left,AIp,AIp6a,AD PHF/mPFF,f,pSyn,0
404,314,4,left,AIp,AIp6a,AD PHF/mPFF,f,pSyn,0.001045623
405,314,9,left,AIp,AIp6a,AD PHF/mPFF,f,pSyn,0.004237748
406,314,9,left,AIp,AIp6a,AD PHF/mPFF,f,pSyn,0
407,314,9,left,AIp,AIp6a,AD PHF/mPFF,f,pSyn,0.000178527
408,314,9,left,AIp,AIp6a,AD PHF/mPFF,f,pSyn,0.00062399
410,314,6,left,AIp,AIp6a,AD PHF/mPFF,f,pSyn,0.000152244
411,314,6,left,AIp,AIp6a,AD PHF/mPFF,f,pSyn,0.000677345
412,314,6,left,AIp,AIp6a,mPFF,f,pSyn,0.032255701
413,314,4,left,AIp,AIp6a,mPFF,f,pSyn,0.01416034
414,314,4,left,AIp,AIp6a,mPFF,f,pSyn,0.015055831
415,314,4,left,AIp,AIp6a,mPFF,f,pSyn,0.005130295
416,314,4,left,AIp,AIp6a,mPFF,f,pSyn,0.007316845
417,314,9,left,AIp,AIp6a,mPFF,f,pSyn,0.004357558
419,314,9,left,AIp,AIp6a,mPFF,f,pSyn,0.066570261
420,314,9,left,AIp,AIp6a,mPFF,f,pSyn,0.002914147
421,314,9,left,AIp,AIp6a,mPFF,f,pSyn,0.000183755
422,314,6,left,AIp,AIp6a,AD PHF/mPFF,f,pSyn,0.000333569
423,314,6,left,AIp,AIp6a,mPFF,f,pSyn,0.009517986
424,314,6,left,AIp,AIp6a,mPFF,f,pSyn,0.006229933
401,355,4,left,AIp,AIp6b,AD PHF/mPFF,f,pSyn,0.000280703
402,355,4,left,AIp,AIp6b,AD PHF/mPFF,f,pSyn,0
403,355,4,left,AIp,AIp6b,AD PHF/mPFF,f,pSyn,0
404,355,4,left,AIp,AIp6b,AD PHF/mPFF,f,pSyn,0.001045623
405,355,9,left,AIp,AIp6b,AD PHF/mPFF,f,pSyn,0.004237748
406,355,9,left,AIp,AIp6b,AD PHF/mPFF,f,pSyn,0
407,355,9,left,AIp,AIp6b,AD PHF/mPFF,f,pSyn,0.000178527
408,355,9,left,AIp,AIp6b,AD PHF/mPFF,f,pSyn,0.00062399
410,355,6,left,AIp,AIp6b,AD PHF/mPFF,f,pSyn,0.000152244
411,355,6,left,AIp,AIp6b,AD PHF/mPFF,f,pSyn,0.000677345
412,355,6,left,AIp,AIp6b,mPFF,f,pSyn,0.032255701
413,355,4,left,AIp,AIp6b,mPFF,f,pSyn,0.01416034
414,355,4,left,AIp,AIp6b,mPFF,f,pSyn,0.015055831
415,355,4,left,AIp,AIp6b,mPFF,f,pSyn,0.005130295
416,355,4,left,AIp,AIp6b,mPFF,f,pSyn,0.007316845
417,355,9,left,AIp,AIp6b,mPFF,f,pSyn,0.004357558
420,355,9,left,AIp,AIp6b,mPFF,f,pSyn,0.002914147
421,355,9,left,AIp,AIp6b,mPFF,f,pSyn,0.000183755
422,355,6,left,AIp,AIp6b,AD PHF/mPFF,f,pSyn,0.000333569
423,355,6,left,AIp,AIp6b,mPFF,f,pSyn,0.009517986
424,355,6,left,AIp,AIp6b,mPFF,f,pSyn,0.006229933
401,704,4,left,AIv,AIv1,AD PHF/mPFF,f,pSyn,0
402,704,4,left,AIv,AIv1,AD PHF/mPFF,f,pSyn,0
403,704,4,left,AIv,AIv1,AD PHF/mPFF,f,pSyn,0
404,704,4,left,AIv,AIv1,AD PHF/mPFF,f,pSyn,0
405,704,9,left,AIv,AIv1,AD PHF/mPFF,f,pSyn,0.000175854
406,704,9,left,AIv,AIv1,AD PHF/mPFF,f,pSyn,0
407,704,9,left,AIv,AIv1,AD PHF/mPFF,f,pSyn,0
408,704,9,left,AIv,AIv1,AD PHF/mPFF,f,pSyn,0
410,704,6,left,AIv,AIv1,AD PHF/mPFF,f,pSyn,0.000171419
411,704,6,left,AIv,AIv1,AD PHF/mPFF,f,pSyn,0.000159767
412,704,6,left,AIv,AIv1,mPFF,f,pSyn,0.000187853
413,704,4,left,AIv,AIv1,mPFF,f,pSyn,0.000160243
414,704,4,left,AIv,AIv1,mPFF,f,pSyn,0.000640915
415,704,4,left,AIv,AIv1,mPFF,f,pSyn,0
416,704,4,left,AIv,AIv1,mPFF,f,pSyn,0.000509966
417,704,9,left,AIv,AIv1,mPFF,f,pSyn,0.000208138
419,704,9,left,AIv,AIv1,mPFF,f,pSyn,0.003596962
420,704,9,left,AIv,AIv1,mPFF,f,pSyn,0.001246555
421,704,9,left,AIv,AIv1,mPFF,f,pSyn,0.000284677
422,704,6,left,AIv,AIv1,AD PHF/mPFF,f,pSyn,0.000241728
423,704,6,left,AIv,AIv1,mPFF,f,pSyn,0
424,704,6,left,AIv,AIv1,mPFF,f,pSyn,0.006419762
401,694,4,left,AIv,AIv2/3,AD PHF/mPFF,f,pSyn,0
402,694,4,left,AIv,AIv2/3,AD PHF/mPFF,f,pSyn,0
403,694,4,left,AIv,AIv2/3,AD PHF/mPFF,f,pSyn,0
404,694,4,left,AIv,AIv2/3,AD PHF/mPFF,f,pSyn,0
405,694,9,left,AIv,AIv2/3,AD PHF/mPFF,f,pSyn,0.000175854
406,694,9,left,AIv,AIv2/3,AD PHF/mPFF,f,pSyn,0
407,694,9,left,AIv,AIv2/3,AD PHF/mPFF,f,pSyn,0
408,694,9,left,AIv,AIv2/3,AD PHF/mPFF,f,pSyn,0
410,694,6,left,AIv,AIv2/3,AD PHF/mPFF,f,pSyn,0.000171419
411,694,6,left,AIv,AIv2/3,AD PHF/mPFF,f,pSyn,0.000159767
412,694,6,left,AIv,AIv2/3,mPFF,f,pSyn,0.000187853
413,694,4,left,AIv,AIv2/3,mPFF,f,pSyn,0.000160243
414,694,4,left,AIv,AIv2/3,mPFF,f,pSyn,0.000640915
415,694,4,left,AIv,AIv2/3,mPFF,f,pSyn,0
416,694,4,left,AIv,AIv2/3,mPFF,f,pSyn,0.000509966
417,694,9,left,AIv,AIv2/3,mPFF,f,pSyn,0.000208138
419,694,9,left,AIv,AIv2/3,mPFF,f,pSyn,0.003596962
420,694,9,left,AIv,AIv2/3,mPFF,f,pSyn,0.001246555
421,694,9,left,AIv,AIv2/3,mPFF,f,pSyn,0.000284677
422,694,6,left,AIv,AIv2/3,AD PHF/mPFF,f,pSyn,0.000241728
423,694,6,left,AIv,AIv2/3,mPFF,f,pSyn,0
424,694,6,left,AIv,AIv2/3,mPFF,f,pSyn,0.006419762
401,800,4,left,AIv,AIv5,AD PHF/mPFF,f,pSyn,0
402,800,4,left,AIv,AIv5,AD PHF/mPFF,f,pSyn,0
403,800,4,left,AIv,AIv5,AD PHF/mPFF,f,pSyn,0
404,800,4,left,AIv,AIv5,AD PHF/mPFF,f,pSyn,0
405,800,9,left,AIv,AIv5,AD PHF/mPFF,f,pSyn,0.000175854
406,800,9,left,AIv,AIv5,AD PHF/mPFF,f,pSyn,0
407,800,9,left,AIv,AIv5,AD PHF/mPFF,f,pSyn,0
408,800,9,left,AIv,AIv5,AD PHF/mPFF,f,pSyn,0
410,800,6,left,AIv,AIv5,AD PHF/mPFF,f,pSyn,0.000171419
411,800,6,left,AIv,AIv5,AD PHF/mPFF,f,pSyn,0.000159767
412,800,6,left,AIv,AIv5,mPFF,f,pSyn,0.000187853
413,800,4,left,AIv,AIv5,mPFF,f,pSyn,0.000160243
414,800,4,left,AIv,AIv5,mPFF,f,pSyn,0.000640915
415,800,4,left,AIv,AIv5,mPFF,f,pSyn,0
416,800,4,left,AIv,AIv5,mPFF,f,pSyn,0.000509966
417,800,9,left,AIv,AIv5,mPFF,f,pSyn,0.000208138
419,800,9,left,AIv,AIv5,mPFF,f,pSyn,0.003596962
420,800,9,left,AIv,AIv5,mPFF,f,pSyn,0.001246555
421,800,9,left,AIv,AIv5,mPFF,f,pSyn,0.000284677
422,800,6,left,AIv,AIv5,AD PHF/mPFF,f,pSyn,0.000241728
423,800,6,left,AIv,AIv5,mPFF,f,pSyn,0
424,800,6,left,AIv,AIv5,mPFF,f,pSyn,0.006419762
401,675,4,left,AIv,AIv6a,AD PHF/mPFF,f,pSyn,0
402,675,4,left,AIv,AIv6a,AD PHF/mPFF,f,pSyn,0
403,675,4,left,AIv,AIv6a,AD PHF/mPFF,f,pSyn,0
404,675,4,left,AIv,AIv6a,AD PHF/mPFF,f,pSyn,0
405,675,9,left,AIv,AIv6a,AD PHF/mPFF,f,pSyn,0.000175854
406,675,9,left,AIv,AIv6a,AD PHF/mPFF,f,pSyn,0
407,675,9,left,AIv,AIv6a,AD PHF/mPFF,f,pSyn,0
408,675,9,left,AIv,AIv6a,AD PHF/mPFF,f,pSyn,0
410,675,6,left,AIv,AIv6a,AD PHF/mPFF,f,pSyn,0.000171419
411,675,6,left,AIv,AIv6a,AD PHF/mPFF,f,pSyn,0.000159767
412,675,6,left,AIv,AIv6a,mPFF,f,pSyn,0.000187853
413,675,4,left,AIv,AIv6a,mPFF,f,pSyn,0.000160243
414,675,4,left,AIv,AIv6a,mPFF,f,pSyn,0.000640915
415,675,4,left,AIv,AIv6a,mPFF,f,pSyn,0
416,675,4,left,AIv,AIv6a,mPFF,f,pSyn,0.000509966
417,675,9,left,AIv,AIv6a,mPFF,f,pSyn,0.000208138
419,675,9,left,AIv,AIv6a,mPFF,f,pSyn,0.003596962
420,675,9,left,AIv,AIv6a,mPFF,f,pSyn,0.001246555
421,675,9,left,AIv,AIv6a,mPFF,f,pSyn,0.000284677
422,675,6,left,AIv,AIv6a,AD PHF/mPFF,f,pSyn,0.000241728
423,675,6,left,AIv,AIv6a,mPFF,f,pSyn,0
424,675,6,left,AIv,AIv6a,mPFF,f,pSyn,0.006419762
401,466,4,left,alv,alv,AD PHF/mPFF,f,pSyn,0.001535025
402,466,4,left,alv,alv,AD PHF/mPFF,f,pSyn,0.007309864
403,466,4,left,alv,alv,AD PHF/mPFF,f,pSyn,0.001476723
404,466,4,left,alv,alv,AD PHF/mPFF,f,pSyn,0.001210459
405,466,9,left,alv,alv,AD PHF/mPFF,f,pSyn,0.00644395
406,466,9,left,alv,alv,AD PHF/mPFF,f,pSyn,0.009699148
407,466,9,left,alv,alv,AD PHF/mPFF,f,pSyn,0.0166814
408,466,9,left,alv,alv,AD PHF/mPFF,f,pSyn,0.009504893
410,466,6,left,alv,alv,AD PHF/mPFF,f,pSyn,0.009477417
411,466,6,left,alv,alv,AD PHF/mPFF,f,pSyn,0.003731892
412,466,6,left,alv,alv,mPFF,f,pSyn,0.067423612
413,466,4,left,alv,alv,mPFF,f,pSyn,0.018244012
414,466,4,left,alv,alv,mPFF,f,pSyn,0.006606636
415,466,4,left,alv,alv,mPFF,f,pSyn,0.014254042
416,466,4,left,alv,alv,mPFF,f,pSyn,0.006761812
417,466,9,left,alv,alv,mPFF,f,pSyn,0.066601128
419,466,9,left,alv,alv,mPFF,f,pSyn,0.046593585
420,466,9,left,alv,alv,mPFF,f,pSyn,0.05677124
421,466,9,left,alv,alv,mPFF,f,pSyn,0.027312757
422,466,6,left,alv,alv,AD PHF/mPFF,f,pSyn,0.005152812
423,466,6,left,alv,alv,mPFF,f,pSyn,0.025941288
424,466,6,left,alv,alv,mPFF,f,pSyn,0.088296335
401,884,4,left,amc,amc,AD PHF/mPFF,f,pSyn,0
402,884,4,left,amc,amc,AD PHF/mPFF,f,pSyn,0
404,884,4,left,amc,amc,AD PHF/mPFF,f,pSyn,0
405,884,9,left,amc,amc,AD PHF/mPFF,f,pSyn,0
406,884,9,left,amc,amc,AD PHF/mPFF,f,pSyn,0
407,884,9,left,amc,amc,AD PHF/mPFF,f,pSyn,0
408,884,9,left,amc,amc,AD PHF/mPFF,f,pSyn,0
410,884,6,left,amc,amc,AD PHF/mPFF,f,pSyn,0
411,884,6,left,amc,amc,AD PHF/mPFF,f,pSyn,0
412,884,6,left,amc,amc,mPFF,f,pSyn,0
413,884,4,left,amc,amc,mPFF,f,pSyn,0.007537939
414,884,4,left,amc,amc,mPFF,f,pSyn,0
415,884,4,left,amc,amc,mPFF,f,pSyn,0.004744996
416,884,4,left,amc,amc,mPFF,f,pSyn,0.078746253
417,884,9,left,amc,amc,mPFF,f,pSyn,0.018433604
420,884,9,left,amc,amc,mPFF,f,pSyn,0.039314404
421,884,9,left,amc,amc,mPFF,f,pSyn,0
422,884,6,left,amc,amc,AD PHF/mPFF,f,pSyn,0
423,884,6,left,amc,amc,mPFF,f,pSyn,0.247211075
424,884,6,left,amc,amc,mPFF,f,pSyn,0.001874207
401,1096,4,left,AM,AMd,AD PHF/mPFF,f,pSyn,0
402,1096,4,left,AM,AMd,AD PHF/mPFF,f,pSyn,0
403,1096,4,left,AM,AMd,AD PHF/mPFF,f,pSyn,0
404,1096,4,left,AM,AMd,AD PHF/mPFF,f,pSyn,0
407,1096,9,left,AM,AMd,AD PHF/mPFF,f,pSyn,0
415,1096,4,left,AM,AMd,mPFF,f,pSyn,0
419,1096,9,left,AM,AMd,mPFF,f,pSyn,0
401,1104,4,left,AM,AMv,AD PHF/mPFF,f,pSyn,0
402,1104,4,left,AM,AMv,AD PHF/mPFF,f,pSyn,0
403,1104,4,left,AM,AMv,AD PHF/mPFF,f,pSyn,0
404,1104,4,left,AM,AMv,AD PHF/mPFF,f,pSyn,0
407,1104,9,left,AM,AMv,AD PHF/mPFF,f,pSyn,0
415,1104,4,left,AM,AMv,mPFF,f,pSyn,0
419,1104,9,left,AM,AMv,mPFF,f,pSyn,0
401,188,4,left,AOB,AOBgl,AD PHF/mPFF,f,pSyn,0
402,188,4,left,AOB,AOBgl,AD PHF/mPFF,f,pSyn,0
403,188,4,left,AOB,AOBgl,AD PHF/mPFF,f,pSyn,0
404,188,4,left,AOB,AOBgl,AD PHF/mPFF,f,pSyn,0
414,188,4,left,AOB,AOBgl,mPFF,f,pSyn,0
416,188,4,left,AOB,AOBgl,mPFF,f,pSyn,0
417,188,9,left,AOB,AOBgl,mPFF,f,pSyn,0
421,188,9,left,AOB,AOBgl,mPFF,f,pSyn,0
401,196,4,left,AOB,AOBgr,AD PHF/mPFF,f,pSyn,0
402,196,4,left,AOB,AOBgr,AD PHF/mPFF,f,pSyn,0
403,196,4,left,AOB,AOBgr,AD PHF/mPFF,f,pSyn,0
404,196,4,left,AOB,AOBgr,AD PHF/mPFF,f,pSyn,0
414,196,4,left,AOB,AOBgr,mPFF,f,pSyn,0
416,196,4,left,AOB,AOBgr,mPFF,f,pSyn,0
417,196,9,left,AOB,AOBgr,mPFF,f,pSyn,0
421,196,9,left,AOB,AOBgr,mPFF,f,pSyn,0
401,204,4,left,AOB,AOBmi,AD PHF/mPFF,f,pSyn,0
402,204,4,left,AOB,AOBmi,AD PHF/mPFF,f,pSyn,0
403,204,4,left,AOB,AOBmi,AD PHF/mPFF,f,pSyn,0
404,204,4,left,AOB,AOBmi,AD PHF/mPFF,f,pSyn,0
414,204,4,left,AOB,AOBmi,mPFF,f,pSyn,0
416,204,4,left,AOB,AOBmi,mPFF,f,pSyn,0
417,204,9,left,AOB,AOBmi,mPFF,f,pSyn,0
421,204,9,left,AOB,AOBmi,mPFF,f,pSyn,0
401,159,4,left,AON,AON,AD PHF/mPFF,f,pSyn,3.29E-05
402,159,4,left,AON,AON,AD PHF/mPFF,f,pSyn,0
403,159,4,left,AON,AON,AD PHF/mPFF,f,pSyn,0.002534759
404,159,4,left,AON,AON,AD PHF/mPFF,f,pSyn,8.39E-05
405,159,9,left,AON,AON,AD PHF/mPFF,f,pSyn,0.000266182
406,159,9,left,AON,AON,AD PHF/mPFF,f,pSyn,0.001842482
407,159,9,left,AON,AON,AD PHF/mPFF,f,pSyn,0.001962294
408,159,9,left,AON,AON,AD PHF/mPFF,f,pSyn,0.002084463
410,159,6,left,AON,AON,AD PHF/mPFF,f,pSyn,9.61E-05
411,159,6,left,AON,AON,AD PHF/mPFF,f,pSyn,0.0001416
412,159,6,left,AON,AON,mPFF,f,pSyn,0.004892407
413,159,4,left,AON,AON,mPFF,f,pSyn,0.000621838
414,159,4,left,AON,AON,mPFF,f,pSyn,5.43E-05
415,159,4,left,AON,AON,mPFF,f,pSyn,0.002121615
416,159,4,left,AON,AON,mPFF,f,pSyn,0.001027861
417,159,9,left,AON,AON,mPFF,f,pSyn,0.000320177
421,159,9,left,AON,AON,mPFF,f,pSyn,0.000203873
422,159,6,left,AON,AON,AD PHF/mPFF,f,pSyn,0.002904765
423,159,6,left,AON,AON,mPFF,f,pSyn,0.00132867
424,159,6,left,AON,AON,mPFF,f,pSyn,0.000781856
401,215,4,left,APN,APN,AD PHF/mPFF,f,pSyn,0.000626336
402,215,4,left,APN,APN,AD PHF/mPFF,f,pSyn,0.000664786
403,215,4,left,APN,APN,AD PHF/mPFF,f,pSyn,0
404,215,4,left,APN,APN,AD PHF/mPFF,f,pSyn,0.000217193
405,215,9,left,APN,APN,AD PHF/mPFF,f,pSyn,0
406,215,9,left,APN,APN,AD PHF/mPFF,f,pSyn,0
407,215,9,left,APN,APN,AD PHF/mPFF,f,pSyn,0.000151913
408,215,9,left,APN,APN,AD PHF/mPFF,f,pSyn,0.000582141
410,215,6,left,APN,APN,AD PHF/mPFF,f,pSyn,0.001654713
411,215,6,left,APN,APN,AD PHF/mPFF,f,pSyn,0
412,215,6,left,APN,APN,mPFF,f,pSyn,0.002944985
413,215,4,left,APN,APN,mPFF,f,pSyn,0
414,215,4,left,APN,APN,mPFF,f,pSyn,0.000622739
415,215,4,left,APN,APN,mPFF,f,pSyn,0.000544431
416,215,4,left,APN,APN,mPFF,f,pSyn,0.000263882
417,215,9,left,APN,APN,mPFF,f,pSyn,0
421,215,9,left,APN,APN,mPFF,f,pSyn,0
422,215,6,left,APN,APN,AD PHF/mPFF,f,pSyn,0
423,215,6,left,APN,APN,mPFF,f,pSyn,0.000554418
424,215,6,left,APN,APN,mPFF,f,pSyn,0
401,484682508,4,left,APr,APr,AD PHF/mPFF,f,pSyn,0.01211101
402,484682508,4,left,APr,APr,AD PHF/mPFF,f,pSyn,0
403,484682508,4,left,APr,APr,AD PHF/mPFF,f,pSyn,0.001113391
404,484682508,4,left,APr,APr,AD PHF/mPFF,f,pSyn,0.006851457
405,484682508,9,left,APr,APr,AD PHF/mPFF,f,pSyn,0
406,484682508,9,left,APr,APr,AD PHF/mPFF,f,pSyn,0
407,484682508,9,left,APr,APr,AD PHF/mPFF,f,pSyn,0
408,484682508,9,left,APr,APr,AD PHF/mPFF,f,pSyn,0
410,484682508,6,left,APr,APr,AD PHF/mPFF,f,pSyn,0
411,484682508,6,left,APr,APr,AD PHF/mPFF,f,pSyn,0.000283328
412,484682508,6,left,APr,APr,mPFF,f,pSyn,0.030475289
413,484682508,4,left,APr,APr,mPFF,f,pSyn,0
414,484682508,4,left,APr,APr,mPFF,f,pSyn,0.016188688
415,484682508,4,left,APr,APr,mPFF,f,pSyn,0
417,484682508,9,left,APr,APr,mPFF,f,pSyn,0
419,484682508,9,left,APr,APr,mPFF,f,pSyn,0
420,484682508,9,left,APr,APr,mPFF,f,pSyn,0.000759564
421,484682508,9,left,APr,APr,mPFF,f,pSyn,0
422,484682508,6,left,APr,APr,AD PHF/mPFF,f,pSyn,0
423,484682508,6,left,APr,APr,mPFF,f,pSyn,0
424,484682508,6,left,APr,APr,mPFF,f,pSyn,0
401,484682524,4,left,ar,ar,AD PHF/mPFF,f,pSyn,0.000517892
402,484682524,4,left,ar,ar,AD PHF/mPFF,f,pSyn,0.00192279
403,484682524,4,left,ar,ar,AD PHF/mPFF,f,pSyn,0
404,484682524,4,left,ar,ar,AD PHF/mPFF,f,pSyn,0.000810538
405,484682524,9,left,ar,ar,AD PHF/mPFF,f,pSyn,0.001906767
406,484682524,9,left,ar,ar,AD PHF/mPFF,f,pSyn,0
407,484682524,9,left,ar,ar,AD PHF/mPFF,f,pSyn,0
408,484682524,9,left,ar,ar,AD PHF/mPFF,f,pSyn,0
410,484682524,6,left,ar,ar,AD PHF/mPFF,f,pSyn,0.001755299
411,484682524,6,left,ar,ar,AD PHF/mPFF,f,pSyn,0
412,484682524,6,left,ar,ar,mPFF,f,pSyn,0.008242572
413,484682524,4,left,ar,ar,mPFF,f,pSyn,0.054434728
