region,mean_post,sd_post,mean_prior,sd_prior,ks_pvalue,updated
cPBG,-0.8215990501756789,0.5801894656202269,0.0,1.0,0.0,1
cSCO,-1.0381092357748025,0.5799905561313281,0.0,1.0,0.0,1
cSNr,-0.6277373305686799,0.6798011348189741,0.0,1.0,0.0,1
cVTA,-0.7057757473427476,0.6064004073050464,0.0,1.0,0.0,1
cPN,-0.7564524571809199,0.6142592243763348,0.0,1.0,0.0,1
cMRN,-0.15616623343102692,0.9136069433063166,0.0,1.0,2.8013516850511073e-14,1
cSCm,-0.10320008976860434,0.911238455342493,0.0,1.0,2.400075095727354e-7,1
cPRC,-0.759811285889464,0.5930740557424239,0.0,1.0,0.0,1
cINC,-0.8445306035292217,0.6201893018731209,0.0,1.0,0.0,1
cND,-0.8042681733536678,0.6150012298646851,0.0,1.0,0.0,1
cSu3,-0.6968376336868173,0.6111555220136977,0.0,1.0,0.0,1
cAPN,-0.6130667382072296,0.7036631931279621,0.0,1.0,0.0,1
cMPT,-0.7818691989850166,0.6425308146656009,0.0,1.0,0.0,1
cNOT,-0.774085594170195,0.610500853511265,0.0,1.0,0.0,1
cNPC,-0.7142015744070036,0.6165196832485215,0.0,1.0,0.0,1
cOP,-0.7559532250437918,0.6250136471560742,0.0,1.0,0.0,1
cPPT,-0.7332514221637781,0.5960814294857134,0.0,1.0,0.0,1
cRPF,-0.7020119371241419,0.6318016665089679,0.0,1.0,0.0,1
cCUN,-0.7243049304052859,0.6423247409487438,0.0,1.0,0.0,1
cRN,-0.6544846379183606,0.6219116218723438,0.0,1.0,0.0,1
cIII,-0.6923301242220486,0.6435343563809272,0.0,1.0,0.0,1
cMA3,-0.8524446633145769,0.5972290046540272,0.0,1.0,0.0,1
cIV,-0.7738919771594754,0.5977268929902054,0.0,1.0,0.0,1
cPa4,-0.8029854416965073,0.5998704926802193,0.0,1.0,0.0,1
cVTN,-0.6777710985095433,0.6627652607530529,0.0,1.0,0.0,1
cAT,-0.825947311102746,0.6400253535815617,0.0,1.0,0.0,1
cLT,-0.9621301210161426,0.5730712059742991,0.0,1.0,0.0,1
cDT,-0.5443520033586196,0.7342989682881337,0.0,1.0,1.1450990232711951e-275,1
cMT,-0.818598453979634,0.6109005749523396,0.0,1.0,0.0,1
cSNc,-0.785680061332276,0.5889353386579267,0.0,1.0,0.0,1
cPPN,-0.6688690535406391,0.6446508585261921,0.0,1.0,0.0,1
cIF,-0.8786718057212414,0.5934224147093915,0.0,1.0,0.0,1
cIPN,-0.7878973976541187,0.6660011693731838,0.0,1.0,0.0,1
cRL,-0.8703566403319175,0.5867116109550936,0.0,1.0,0.0,1
cCLI,-0.7691826584886948,0.6320765401269771,0.0,1.0,0.0,1
cDR,-0.58684303628138,0.5859434463164919,0.0,1.0,0.0,1
cNLL,-0.78685084109885,0.6349471303565719,0.0,1.0,0.0,1
cPSV,-0.7338126647601451,0.6246300129263757,0.0,1.0,0.0,1
cSOC,-0.7279749098081204,0.6000970247673002,0.0,1.0,0.0,1
cPG,-0.6579731148374779,0.6771854878721947,0.0,1.0,0.0,1
cSUT,-0.6644098517658419,0.6466678642494206,0.0,1.0,0.0,1
cTRN,-0.7186768750244721,0.636321359605999,0.0,1.0,0.0,1
cP5,-0.6489929873333328,0.674487989097753,0.0,1.0,0.0,1
cPC5,-0.7571821831273399,0.636260026103525,0.0,1.0,0.0,1
cCS,-0.8234830951193242,0.612622069119178,0.0,1.0,0.0,1
cPRNr,-0.5091982159215759,0.709072014235427,0.0,1.0,9.487298273805372e-278,1
cNTB,-0.5782092308896649,0.6597224813065864,0.0,1.0,0.0,1
cCB,-0.24169954733618737,0.8292488616353855,0.0,1.0,9.082122013120326e-45,1
