gene,r mean,r variance,pval mean,pval variance,portion
1700122O11Rik,0.08763115812061731,0.0023234300912559768,0.40832282451720764,0.064949616600981,0.0
1700123K08Rik,0.04946651733229188,0.001077504688199899,0.6233058165307361,0.047668155487788605,0.0
1700123L14Rik,0.012235296767034026,0.0014647021819647857,0.7344275243803728,0.02409986954492639,0.0
1700123O20Rik,-0.05211718975180892,0.0008986068071288438,0.5980090697313933,0.050325045100924434,0.0
1700125H20Rik,0.039014335170638535,0.0018782802186343662,0.5906594834410289,0.027137717245958686,0.0
1700129C05Rik,-0.09660774222031324,0.002189151920878146,0.35676679028284924,0.041873766448702394,0.0
1810009A15Rik,0.053722513988070854,0.0017470065720409799,0.6068562561916927,0.05857429728887923,0.0
1810009J06Rik,0.08086825428531018,0.002066163954309112,0.4387757107866103,0.0776441305910588,0.0
1810009N02Rik,0.09183821782708262,0.0013950093359910948,0.36369522637446544,0.050561853081166314,0.0
1810010H24Rik,0.13616975200684225,0.0012691000539204172,0.17479244820782366,0.01104923249665433,0.0
1810013L24Rik,-0.04832937058804902,0.0019680682806071906,0.6224493407368005,0.07083657916375534,0.0
1810024B03Rik,0.060580006441495894,0.0010637697879169936,0.5285795672060529,0.036895021333803464,0.0
1810030O07Rik,-0.018215743751208047,0.002553503619090611,0.6671046353958656,0.03854162304969228,0.0
1810037I17Rik,0.07874982535116865,0.0033239147311060345,0.41941845240144104,0.045162556594054326,0.0
1810046K07Rik,0.019652903035889024,0.0013038801946201062,0.7262685908026231,0.026688489988081012,0.0
1810055G02Rik,0.266731984553981,0.0009110435070994052,0.006216846365450146,2.665199525610047e-5,0.0
1810062G17Rik,0.020777882322921652,0.0015024771669756448,0.6947883118305812,0.022084941026481432,0.0
1810065E05Rik,-0.03560577950531851,0.0005203479746872286,0.7161115573015767,0.028635826644124358,0.0
2010003K11Rik,0.08028524099215459,0.0019440539480130954,0.4393864892914706,0.07370118594939018,0.0
2010106E10Rik,0.08831544489942117,0.002007922543385743,0.37462339309152365,0.05743082684165027,0.0
2010109A12Rik,0.03557277939552681,0.0018264331145797037,0.6404291018818659,0.044073738642231935,0.0
Cracdl,0.22290736369600034,0.0016825522361638096,0.028379090744811625,0.0008071007865135076,0.0
2200002D01Rik,-0.022387086951985664,0.001243150226247712,0.7189000150648418,0.02453902097453569,0.0
2200002J24Rik,-0.0064186395084942964,0.000858751823168405,0.8128413554512226,0.02058879559326669,0.0
2210016F16Rik,-0.020580140668937253,0.0027036617216972957,0.7024632983858369,0.062067292402052776,0.0
2210016L21Rik,-0.009170128910982485,0.0009989988078085504,0.7656132550070436,0.011778605074684555,0.0
Lypd8l,0.02280117839404897,0.0009463142646581572,0.7399278916428595,0.022332777176768785,0.0
2210408I21Rik,-0.030761487498530617,0.0015374537985605174,0.7044442405671245,0.04740798070616851,0.0
2210418O10Rik,-0.1291313086074436,0.0011085850601098438,0.19600295993127914,0.012165920279524609,0.0
2300002M23Rik,0.015340581662148717,0.001093924818975795,0.7494902289644304,0.018869892656148735,0.0
2300009A05Rik,-0.0007078382086050675,0.002008467178228675,0.7248404599231245,0.04013801156854866,0.0
2310002L09Rik,0.056770252461161186,0.001680079467449992,0.5368345674733475,0.047832212379609516,0.0
2310009B15Rik,0.004016146563347286,0.0022391302906414217,0.7183481551496059,0.04491898934167384,0.0
2310011J03Rik,0.08280204451446319,0.0020450021911391936,0.42890829624845317,0.05284906942997263,0.0
2310022A10Rik,-0.10598506260370419,0.002941541294667687,0.32786873548868706,0.06554711083548403,0.0
2310022B05Rik,-0.05596206673025565,0.0012008668559021123,0.5237212000177766,0.018251965540058458,0.0
2310030G06Rik,-0.010366002301033992,0.0009258793356214452,0.7761807931219437,0.013484881703913022,0.0
2310033P09Rik,-0.08737329004949869,0.004705409594633506,0.32715022906622776,0.052290478257728125,0.0
2310034C09Rik,0.0630332801391513,0.0012129561197888454,0.5309014408170952,0.055624853951178506,0.0
2310034G01Rik,0.03839177540860288,0.0012192334882305733,0.6840215832269283,0.05076094400608677,0.0
2310034P14Rik,0.048106859525312864,0.005990626157167507,0.44974210035007706,0.06611499838670512,0.0
2310039H08Rik,-0.05229486025947415,0.0011686389237138438,0.6015877821885252,0.05231901168749193,0.0
2310050C09Rik,0.04004150438313408,0.0006428923506931482,0.6843265125186412,0.03320270571336578,0.0
2310057J18Rik,0.010367444070028696,0.0018896382356357972,0.7397303877226393,0.04722453283902103,0.0
2310057M21Rik,0.06992051326058144,0.0027427015412898126,0.5183080104711524,0.08289084259509465,0.0
2310057N15Rik,0.049033473970617435,0.001573940275387724,0.588689711761813,0.045672847940886226,0.0
2310061I04Rik,-0.20185831016186068,0.001767273410523831,0.04856193841792774,0.001958075699718115,0.0
2310061N02Rik,0.08370080593788916,0.0028406577724324126,0.44055940440490327,0.08765908402127645,0.0
2310079G19Rik,0.06573600414034605,0.0015847403935245208,0.5027873389615355,0.04736182484282505,0.0
2410002F23Rik,-0.016055451200578323,0.0010167354585283314,0.800709176833504,0.03482024254031484,0.0
2410004B18Rik,0.07596013425651413,0.003436064186434845,0.4881669518187312,0.10329036185405978,0.0
2410004P03Rik,-0.010715446536531757,0.001204952465951865,0.7611888270697771,0.021569007272556652,0.0
Spring1,-0.056753890021486605,0.0009199989680960859,0.5683547131389642,0.042717430033907246,0.0
2410137M14Rik,-0.0026276740433594545,0.0007578488238581156,0.8155353157589049,0.013566502948470062,0.0
2510002D24Rik,0.015938181533687774,0.0003563153580169442,0.8531826009642838,0.018406437200982114,0.0
2510009E07Rik,0.07662289685686131,0.0026887379693116198,0.42338409459364434,0.05140777862680693,0.0
2510039O18Rik,0.05462110951053879,0.002371999220011781,0.5889494031109377,0.07055801676027497,0.0
2610001J05Rik,0.08123845355086481,0.001765273617283994,0.4152395320313265,0.05623948538220133,0.0
2610002M06Rik,0.1398084601323697,0.0017760125912184828,0.16995148583272096,0.011130699788540359,0.0
2610008E11Rik,0.016842335697787862,0.0024231697530757695,0.6393815884321621,0.024040105703966908,0.0
2610028H24Rik,-0.005465600568205858,0.001989282542759553,0.7269328535967153,0.041064650365299396,0.0
2610301B20Rik,-0.020034095668376717,0.0024477486670498923,0.6781971726581466,0.05346596403357873,0.0
2610318N02Rik,-0.09528065051326166,0.0009617903798447958,0.3377657757150626,0.025167951769418512,0.0
2610507B11Rik,-0.18788914779631724,0.0013332270576114766,0.06123497222742269,0.0022532316375160222,0.0
2610524H06Rik,-0.06780517759243958,0.0010289569563816446,0.49735748564243687,0.040072628682131704,0.0
2610528A11Rik,0.054399238236221704,0.0016599461235994274,0.5771061777787528,0.058868283248472424,0.0
2610528J11Rik,-0.037734065985317485,0.0008623541421543474,0.6956145690319357,0.04334637715576119,0.0
2700049A03Rik,0.05228808259701593,0.0013746444741623352,0.6059961357360113,0.07190440736063579,0.0
2700062C07Rik,0.026396453456914947,0.004337994868588712,0.605243939679567,0.060897620168156204,0.0
Zfta,0.10361638783186007,0.003717285037605613,0.3549423764774052,0.06111006864714733,0.0
2700097O09Rik,0.02841880937859803,0.000722899594604153,0.7581695781789703,0.03400517013629658,0.0
2810004N23Rik,0.0019344556841854217,0.0028652161567571336,0.6784211969422606,0.045469092711611106,0.0
Mtrfr,-0.014083679915468262,0.0011311137020105476,0.7588765809518405,0.022495218787194737,0.0
2810021J22Rik,-0.0540331963160328,0.0005375642936611666,0.5804035077207199,0.02432647197918616,0.0
2810408A11Rik,0.06582543505427403,0.001496207689982738,0.5198933177711048,0.05514788385858509,0.0
2810459M11Rik,-0.036008380482449656,0.000977804941676663,0.7086264647224502,0.046402213514167984,0.0
2900026A02Rik,0.14940141906728974,0.0015613853632665685,0.1436262362742332,0.013688511949789045,0.0
2900092C05Rik,0.002263496594266403,0.0004248209054984315,0.8622089039327662,0.008319170546737522,0.0
3110009E18Rik,0.002312040425436296,0.001280324669707863,0.7667296252410092,0.0231876081743521,0.0
3110040M04Rik,-0.005644723547581229,0.0009769838568740917,0.7888326039749292,0.016065154556536104,0.0
3110040N11Rik,0.005906534074483476,0.001502428782821596,0.7338798184860517,0.02043435326650525,0.0
3110067G11Rik,0.07962761205623801,0.0033046758819436227,0.405643896034225,0.060939717543604534,0.0
3110082I17Rik,0.11143541621657835,0.0018340915372223028,0.28037374563492895,0.02902391424620253,0.0
3110082J24Rik,0.04334774932091888,0.0007015802182476099,0.6512589292862312,0.03513638038725423,0.0
3425401B19Rik,0.0672582391756236,0.00041268395428202217,0.48762456234276935,0.018912890067754345,0.0
3830406C13Rik,-0.06907241334685248,0.001012016300389757,0.4885772276665133,0.04154230820582465,0.0
Magea9,0.11494727056208003,0.0008552217797597613,0.24459280933713182,0.014586095129254344,0.0
Spata6l,0.10270965694938636,0.0007743137551933842,0.2967195944558017,0.014067386125355744,0.0
4833420G17Rik,0.03442442065558588,0.0024706845547630856,0.5936336514233689,0.03608109389451339,0.0
Hoatz,0.05689274714806018,0.0012883076454281443,0.5715909851422154,0.051282902520754986,0.0
4833439L19Rik,-0.07097979383341843,0.0016301083250708582,0.4880295469338362,0.07006776655712638,0.0
4921504E06Rik,0.055670356814540245,0.0032310730785948785,0.5521212792496399,0.08671122119823452,0.0
4921507P07Rik,0.02933659026141121,0.001547206395332437,0.6881409184263311,0.04040111569714463,0.0
4921511C20Rik,0.037400090571725435,0.0012007000879689428,0.6807573027221867,0.04266821004537251,0.0
4921517D22Rik,0.011993355170484664,0.0019149970794785326,0.6864110123726765,0.02358735475795541,0.0
4921524J17Rik,-0.010497531869205113,0.004154885845785002,0.6341953047618046,0.06043384862411464,0.0
4921524L21Rik,-0.01954185565563713,0.0008087027926050214,0.7478459317514297,0.010617162036470213,0.0
4921536K21Rik,0.061744285700025714,0.0012252281624818163,0.5397636461713475,0.056372470616120135,0.0
4930402F06Rik,0.05609139847169584,0.0020836269052986163,0.513603260830076,0.03546372622235414,0.0
Dnaaf9,-0.061673629261518446,0.0033793336335500193,0.5424099929910531,0.07042066880883963,0.0
4930402K13Rik,0.04791022885280177,0.0011681348274804725,0.5962707752750588,0.03501243763668046,0.0
4930404H24Rik,0.03312491580620835,0.0016846662124590573,0.6409290341173544,0.03034867806897743,0.0
4930404N11Rik,-0.04171963043238109,0.0009813091002600556,0.6766069377491111,0.051009798732227885,0.0
4930407I10Rik,0.04873937262219788,0.0007058079177073881,0.6210518331733079,0.034019787768852096,0.0
4930412O13Rik,0.01757519533827957,0.0008289376812403399,0.7966681950033113,0.02852520315063521,0.0
4930415L06Rik,0.04483074427840139,0.0012509709452515462,0.6146501239634218,0.039410445920043065,0.0
Tex49,0.07793346766254657,0.0009573515630844265,0.43348182740057517,0.03366169934800181,0.0
4930430F08Rik,-0.0741145344505825,0.002155493310420024,0.48167016827103354,0.07500341872418538,0.0
Brme1,0.06901917777702368,0.0014140102724972184,0.4958275716862041,0.06359877309032548,0.0
4930432M17Rik,0.038190265133516095,0.0008702387554304482,0.6596957907236103,0.02443792959035224,0.0
4930433I11Rik,0.0652465125024291,0.0016182056972535918,0.49436055629165354,0.0446509248708581,0.0
4930438A08Rik,0.10135888274783285,0.0006607331602197056,0.30046188408965036,0.02397586487275829,0.0
4930444G20Rik,0.021998448394999683,0.000751552908597067,0.7559174347816926,0.017436912532516717,0.0
4930444P10Rik,0.03396670758654133,0.002641051747607954,0.6451891721126976,0.06506677228166699,0.0
4930445K14Rik,0.11092734885875088,0.0019233318096813054,0.28457576582327987,0.03594997872812841,0.0
4930447A16Rik,0.009849875439982373,0.002180877079753134,0.6687378957948379,0.021160800484643215,0.0
4930447C04Rik,0.026825032719141717,0.0014671156420864434,0.7079980760316424,0.03769427241699627,0.0
4930449I24Rik,0.0001403529137007975,0.003551254810757581,0.6122386285343847,0.04098830471370643,0.0
Dnaaf8,0.006474327568795332,0.003771985872090639,0.6322711683370288,0.04657758812015992,0.0
4930451I11Rik,0.07199211451732399,0.0014504393354619765,0.4798358074591268,0.053294166922525255,0.0
Cfap20dc,0.014151320833133724,0.004452352931174063,0.5503923647669992,0.04003854833041621,0.0
4930453N24Rik,-0.04437695263809298,0.0019030967889433203,0.6495389036512605,0.08072864270568758,0.0
4930455H04Rik,0.020288856099342275,0.001871130342764146,0.6603422771723417,0.017991193759354446,0.0
4930467E23Rik,-0.010115867019811549,0.001176054493188259,0.7784346672260549,0.025420951763457798,0.0
4930469K13Rik,0.12519504997690295,0.00245912235339726,0.2381886631975399,0.04234060469723725,0.0
4930470P17Rik,0.054487063503085645,0.0025319163287836257,0.5599049996486668,0.07065252595674908,0.0
4930474N05Rik,0.043401098795134284,0.001328013844268477,0.609587271459605,0.031151735909728997,0.0
4930480E11Rik,0.034859214171220974,0.001383205318644858,0.6614507714135505,0.03916475908366354,0.0
4930486L24Rik,0.06627975714992988,0.0013250875207262013,0.50870052883083,0.053609200778146494,0.0
4930503L19Rik,-0.04879910085255307,0.0014090162582001214,0.583433585307566,0.03948017482297965,0.0
4930505A04Rik,0.04180536525818378,0.0005151940476835633,0.6679821649306066,0.029566293752699608,0.0
4930512M02Rik,0.0722700822968722,0.001578691573438571,0.4809228353336394,0.05855807569211445,0.0
4930513O06Rik,0.04537641057775514,0.001558048720886074,0.5839402270205069,0.033534343745486216,0.0
4930519G04Rik,0.0458391161100636,0.0019894285205587577,0.5763008083719425,0.040596544578710266,0.0
4930522H14Rik,-0.008290718061941385,0.0005787604718250649,0.8347584985020395,0.013782460390848014,0.0
4930523C07Rik,0.03790828930164122,0.0013959572204577707,0.6789679926538092,0.05111207563718201,0.0
4930524B15Rik,0.05937691108511567,0.0007055555173472506,0.5472453134226329,0.0254025186343905,0.0
4930524J08Rik,0.09427412253140141,0.0006936888188916181,0.33650705874379694,0.022408398570148855,0.0
4930544D05Rik,0.05607712969507046,0.0007900924403263521,0.5682919409196987,0.038319412285999076,0.0
4930544G11Rik,0.04414553912785807,0.0005006024003358991,0.6408568022240805,0.02287507822236179,0.0
4930548H24Rik,0.02282182837709291,0.0018374877014189618,0.6724189158932378,0.028848629806282538,0.0
4930550C14Rik,0.02025054225962048,0.0008352658876448009,0.7712047653782059,0.025028462759932986,0.0
Magea13,0.09425791306991373,0.0014957768212603248,0.3534201990217861,0.056881595938644725,0.0
4930555G01Rik,0.018663747434978176,0.00042520763623144886,0.8267814817676296,0.01964664584486385,0.0
4930558K02Rik,0.09652113929583513,0.0017877411989558588,0.349851182074962,0.042633612321874716,0.0
4930562C15Rik,0.027960214775127657,0.0024737721226848197,0.6627746261249385,0.06230243940302413,0.0
4930563E22Rik,0.07320147642926125,0.003109492207061218,0.48669383003777356,0.08821711328546956,0.0
4930563M21Rik,0.08521472607593097,0.0016172062764244824,0.4049479002524845,0.05977775496002377,0.0
4930564C03Rik,0.07241116268584981,0.0009727588081465442,0.46670033054763344,0.040177833595693185,0.0
4930564D02Rik,0.0488783304041154,0.001345364676254433,0.6304068459887542,0.0684182619836852,0.0
4930567H17Rik,0.040784310959279146,0.001249099654636302,0.6374093190770778,0.03733848539693673,0.0
4930568D16Rik,0.07853302776647267,0.0007637343785720893,0.4252402967216032,0.02984930116254571,0.0
4930578G10Rik,0.24198513692449564,0.001424231270019824,0.015969212301234485,0.0002646601180904351,0.0
4930578I06Rik,-0.004194448442535335,0.0008294410795059061,0.8145081955231278,0.01758126122706432,0.0
4930578L24Rik,0.11694306946940831,0.0024714633175858297,0.2668914386238188,0.029393408514825414,0.0
4930579F01Rik,0.12911345537273264,0.002390754917550366,0.22349249191425616,0.03611334366892967,0.0
4930579G24Rik,0.04272647261422201,0.0017448677590424198,0.6622045603257214,0.07195797646872998,0.0
4930583I09Rik,0.055921737242960255,0.0011362476515003653,0.5422944801916787,0.03173846914329903,0.0
4930590J08Rik,0.03087898750705126,0.0010291940076432482,0.7161476817237253,0.039256860060246396,0.0
4930595D18Rik,0.006608518374313749,0.001494489791560207,0.7434822726192776,0.024164827788794353,0.0
4930595M18Rik,0.08798157535630206,0.001698107166606955,0.3900950126038881,0.06426601033335665,0.0
4930596D02Rik,0.009868079053982372,0.0015776549958916863,0.7270011673902217,0.023396792593397726,0.0
4931400O07Rik,0.08943209305319312,0.0012291377694136148,0.37433851689486336,0.03657200775569696,0.0
4931406B18Rik,0.035307628512424735,0.0012103294928086357,0.6983320578770228,0.051842626386132906,0.0
4931406C07Rik,0.11884731691860988,0.002310119400572983,0.25920121023236475,0.030594242002077294,0.0
Garre1,-0.12957332263735144,0.0031511837793568175,0.235112809666862,0.04000784863623949,0.0
4931408C20Rik,-0.0015149845058978202,0.00168515355130281,0.7282570334238982,0.023317022220633744,0.0
4931414P19Rik,0.0920397486335072,0.000838361764258767,0.3518577825619854,0.0184759885306124,0.0
4931417E11Rik,0.07315737622451535,0.0008801643791958168,0.46088604696822044,0.028761169481257922,0.0
4931422A03Rik,0.07947871760142736,0.0012347480432901145,0.42919817964017526,0.048836206406930094,0.0
4931428F04Rik,0.013500268577049408,0.002233622732831361,0.7297022223451721,0.053311932191255566,0.0
